Seq_1884_LinJ.36,Seq_1885_LinJ.36,Seq_1886_LinJ.36,,,,,,
Seq_1887_LinJ.36,,,,,,,,
Seq_1888_LinJ.36,Seq_1889_LinJ.36,,,,,,,
Seq_1890_LinJ.36,,,,,,,,
Seq_1891_LinJ.36,,,,,,,,
Seq_1892_LinJ.36,Seq_1893_LinJ.36,,,,,,,
Seq_1894_LinJ.36,,,,,,,,
Seq_1895_LinJ.36,Seq_1896_LinJ.36,,,,,,,
Seq_1897_LinJ.36,,,,,,,,
Seq_1898_LinJ.36,Seq_1900_LinJ.36,Seq_1901_LinJ.36,Seq_1904_LinJ.36,Seq_1905_LinJ.36,,,,
Seq_1899_LinJ.36,Seq_1902_LinJ.36,,,,,,,
Seq_1903_LinJ.36,,,,,,,,
Seq_1906_LinJ.36,,,,,,,,
Seq_1907_LinJ.36,Seq_1910_LinJ.36,,,,,,,
Seq_1908_LinJ.36,Seq_1911_LinJ.36,Seq_1916_LinJ.36,Seq_1919_LinJ.36,,,,,
Seq_1909_LinJ.36,,,,,,,,
Seq_1912_LinJ.36,,,,,,,,
Seq_1913_LinJ.36,,,,,,,,
Seq_1914_LinJ.36,,,,,,,,
Seq_1915_LinJ.36,Seq_1921_LinJ.36,Seq_1924_LinJ.36,,,,,,
Seq_1908_LinJ.36,Seq_1911_LinJ.36,Seq_1916_LinJ.36,Seq_1919_LinJ.36,Seq_1922_LinJ.36,Seq_1923_LinJ.36,Seq_1925_LinJ.36,Seq_1926_LinJ.36,
Seq_1917_LinJ.36,Seq_1920_LinJ.36,,,,,,,
Seq_1918_LinJ.36,,,,,,,,
Seq_1916_LinJ.36,Seq_1919_LinJ.36,Seq_1922_LinJ.36,Seq_1923_LinJ.36,Seq_1925_LinJ.36,Seq_1926_LinJ.36,,,
Seq_1927_LinJ.36,Seq_1928_LinJ.36,Seq_1931_LinJ.36,,,,,,
Seq_1929_LinJ.36,Seq_1930_LinJ.36,,,,,,,
Seq_1932_LinJ.36,,,,,,,,
Seq_1933_LinJ.36,,,,,,,,
Seq_1934_LinJ.36,Seq_1937_LinJ.36,Seq_1941_LinJ.36,Seq_1942_LinJ.36,Seq_1945_LinJ.36,Seq_1947_LinJ.36,,,
Seq_1935_LinJ.36,,,,,,,,
Seq_1936_LinJ.36,Seq_1941_LinJ.36,,,,,,,
Seq_1938_LinJ.36,Seq_1939_LinJ.36,,,,,,,
Seq_1940_LinJ.36,,,,,,,,
Seq_1934_LinJ.36,Seq_1936_LinJ.36,Seq_1937_LinJ.36,Seq_1941_LinJ.36,Seq_1942_LinJ.36,Seq_1945_LinJ.36,Seq_1947_LinJ.36,,
Seq_1934_LinJ.36,Seq_1937_LinJ.36,Seq_1941_LinJ.36,Seq_1942_LinJ.36,Seq_1947_LinJ.36,,,,
Seq_1943_LinJ.36,,,,,,,,
Seq_1944_LinJ.36,Seq_1945_LinJ.36,Seq_1946_LinJ.36,Seq_1948_LinJ.36,Seq_1949_LinJ.36,Seq_1950_LinJ.36,,,
Seq_1934_LinJ.36,Seq_1937_LinJ.36,Seq_1941_LinJ.36,Seq_1944_LinJ.36,Seq_1945_LinJ.36,Seq_1946_LinJ.36,Seq_1948_LinJ.36,Seq_1949_LinJ.36,Seq_1950_LinJ.36
