qseqid,sseqid,pident,qstart,qend,sstart,send,evalue,bitscore,length,qlen,qcovs,slen
Seq_68_LinJ.08,LinJ.34,76.748,480,1803,1245930,1247247,0.0,689.0,1359,2014,95,1852095
Seq_68_LinJ.08,LinJ.34,76.423,480,1803,1257690,1259021,0.0,664.0,1370,2014,95,1852095
Seq_61_LinJ.08,LinJ.08,91.016,1,2018,312954,314973,0.0,2710.0,2048,2018,100,515747
Seq_61_LinJ.08,LinJ.34,76.423,484,1807,1257690,1259021,0.0,664.0,1370,2018,91,1852095
Seq_61_LinJ.08,LinJ.34,76.748,484,1807,1245930,1247247,0.0,689.0,1359,2018,91,1852095
Seq_61_LinJ.08,LinJ.34,76.423,484,1807,1251803,1253134,0.0,664.0,1370,2018,91,1852095
Seq_61_LinJ.08,LinJ.34,76.748,484,1807,1263579,1264896,0.0,689.0,1359,2018,91,1852095
Seq_61_LinJ.08,LinJ.08,90.98,1,2018,288974,290999,0.0,2710.0,2051,2018,100,515747
Seq_61_LinJ.08,LinJ.08,91.389,1,2018,294597,296614,0.0,2752.0,2044,2018,100,515747
Seq_68_LinJ.08,LinJ.08,100.0,1,2014,308438,310451,0.0,3720.0,2014,2014,100,515747
Seq_709_LinJ.36,LinJ.36,100.0,1,642,2634363,2635004,0.0,1186.0,642,642,100,2743073
Seq_152_LinJ.12,LinJ.12,97.512,623,1225,418666,419268,0.0,1031.0,603,1773,100,593475
Seq_65_LinJ.08,LinJ.08,99.901,1,2015,308438,310451,0.0,3709.0,2015,2015,100,515747
Seq_65_LinJ.08,LinJ.08,100.0,1,2015,303853,305867,0.0,3722.0,2015,2015,100,515747
Seq_65_LinJ.08,LinJ.08,91.381,1,2015,294597,296614,0.0,2748.0,2042,2015,100,515747
Seq_65_LinJ.08,LinJ.08,91.162,1,2015,288974,290999,0.0,2728.0,2048,2015,100,515747
Seq_65_LinJ.08,LinJ.08,91.198,1,2015,312954,314973,0.0,2728.0,2045,2015,100,515747
Seq_65_LinJ.08,LinJ.34,76.423,481,1804,1257690,1259021,0.0,664.0,1370,2015,95,1852095
Seq_293_LinJ.25,LinJ.25,100.0,1,1000,621029,622028,0.0,1847.0,1000,1000,100,895083
Seq_149_LinJ.12,LinJ.12,100.0,1,2317,440004,442320,0.0,4279.0,2317,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.866,730,2316,382621,384206,0.0,2830.0,1588,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.804,730,2316,374442,376028,0.0,2826.0,1588,2317,100,593475
Seq_149_LinJ.12,LinJ.12,99.048,848,2317,406611,408080,0.0,2638.0,1471,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.98,848,2316,394055,395523,0.0,2630.0,1470,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.872,1,530,417210,417741,0.0,948.0,532,2317,100,593475
Seq_152_LinJ.12,LinJ.12,98.658,582,1772,394332,395523,0.0,2111.0,1192,1773,100,593475
Seq_307_LinJ.26,LinJ.26,100.0,1,1006,607835,608840,0.0,1858.0,1006,1006,100,1055293
Seq_168_LinJ.13,LinJ.13,100.0,1,558,492501,493058,0.0,1031.0,558,558,100,659814
Seq_61_LinJ.08,LinJ.08,100.0,1,2018,299225,301242,0.0,3727.0,2018,2018,100,515747
Seq_61_LinJ.08,LinJ.08,99.703,1,2018,303853,305867,0.0,3690.0,2018,2018,100,515747
Seq_61_LinJ.08,LinJ.08,99.604,1,2018,308438,310451,0.0,3679.0,2018,2018,100,515747
Seq_68_LinJ.08,LinJ.08,91.158,1,2014,288974,290999,0.0,2728.0,2047,2014,100,515747
Seq_68_LinJ.08,LinJ.08,91.194,1,2014,312954,314973,0.0,2728.0,2044,2014,100,515747
Seq_68_LinJ.08,LinJ.08,99.604,1,2014,299225,301242,0.0,3679.0,2018,2014,100,515747
Seq_68_LinJ.08,LinJ.08,91.283,1,2014,294597,296614,0.0,2737.0,2042,2014,100,515747
Seq_68_LinJ.08,LinJ.34,76.748,480,1803,1263579,1264896,0.0,689.0,1359,2014,95,1852095
Seq_68_LinJ.08,LinJ.34,76.423,480,1803,1251803,1253134,0.0,664.0,1370,2014,95,1852095
Seq_50_LinJ.08,LinJ.08,100.0,1,573,43301,43873,0.0,1059.0,573,573,100,515747
Seq_152_LinJ.12,LinJ.12,98.714,1075,1773,430468,431167,0.0,1242.0,700,1773,100,593475
Seq_140_LinJ.12,LinJ.12,99.048,1,1470,440851,442320,0.0,2638.0,1471,1567,100,593475
Seq_152_LinJ.12,LinJ.12,98.658,582,1772,383015,384206,0.0,2111.0,1192,1773,100,593475
Seq_152_LinJ.12,LinJ.12,98.658,582,1772,374837,376028,0.0,2111.0,1192,1773,100,593475
Seq_152_LinJ.12,LinJ.12,96.248,1,598,405831,406443,0.0,990.0,613,1773,100,593475
Seq_152_LinJ.12,LinJ.12,96.593,27,598,417204,417790,0.0,959.0,587,1773,100,593475
Seq_152_LinJ.12,LinJ.12,99.24,1,526,428710,429234,0.0,948.0,526,1773,100,593475
Seq_152_LinJ.12,LinJ.12,99.223,12,526,439983,440496,0.0,928.0,515,1773,100,593475
Seq_152_LinJ.12,LinJ.12,99.581,582,1773,441129,442320,0.0,2174.0,1192,1773,100,593475
Seq_152_LinJ.12,LinJ.12,98.743,582,1773,406888,408080,0.0,2119.0,1193,1773,100,593475
Seq_152_LinJ.12,LinJ.12,96.248,1,598,381791,382403,0.0,990.0,613,1773,100,593475
Seq_152_LinJ.12,LinJ.12,96.248,1,598,393276,393887,0.0,990.0,613,1773,100,593475
Seq_152_LinJ.12,LinJ.12,98.519,582,1255,450926,451600,0.0,1190.0,675,1773,100,593475
Seq_152_LinJ.12,LinJ.12,98.495,1,598,449857,450454,0.0,1055.0,598,1773,100,593475
Seq_133_LinJ.12,LinJ.12,98.233,1,564,373540,374100,0.0,983.0,566,2514,100,593475
Seq_147_LinJ.12,LinJ.12,100.0,1,1950,429315,431264,0.0,3602.0,1950,1950,100,593475
Seq_147_LinJ.12,LinJ.12,98.795,1,1162,374144,375304,0.0,2067.0,1162,1950,100,593475
Seq_133_LinJ.12,LinJ.12,99.586,1,725,405831,406555,0.0,1323.0,725,2514,100,593475
Seq_133_LinJ.12,LinJ.12,98.599,831,1898,450530,451600,0.0,1892.0,1071,2514,100,593475
Seq_133_LinJ.12,LinJ.12,99.036,554,1692,429336,430476,0.0,2045.0,1141,2514,100,593475
Seq_133_LinJ.12,LinJ.12,100.0,1,2514,381791,384304,0.0,4643.0,2514,2514,100,593475
Seq_133_LinJ.12,LinJ.12,99.592,554,2514,374165,376126,0.0,3578.0,1962,2514,100,593475
Seq_133_LinJ.12,LinJ.12,99.31,1,725,393276,393999,0.0,1310.0,725,2514,100,593475
Seq_133_LinJ.12,LinJ.12,99.049,27,657,417204,417834,0.0,1133.0,631,2514,100,593475
Seq_133_LinJ.12,LinJ.12,99.04,1890,2514,419342,419966,0.0,1122.0,625,2514,100,593475
Seq_133_LinJ.12,LinJ.12,95.89,1,657,449857,450498,0.0,1050.0,657,2514,100,593475
Seq_133_LinJ.12,LinJ.12,96.248,1,613,454816,455413,0.0,990.0,613,2514,100,593475
Seq_133_LinJ.12,LinJ.12,98.936,1,564,428710,429271,0.0,1007.0,564,2514,100,593475
Seq_133_LinJ.12,LinJ.12,98.996,1718,2514,430468,431264,0.0,1428.0,797,2514,100,593475
Seq_133_LinJ.12,LinJ.12,98.553,12,564,439983,440533,0.0,976.0,553,2514,100,593475
Seq_147_LinJ.12,LinJ.12,99.062,417,1162,406611,407355,0.0,1338.0,746,1950,100,593475
Seq_147_LinJ.12,LinJ.12,99.122,1154,1950,375330,376126,0.0,1434.0,797,1950,100,593475
Seq_147_LinJ.12,LinJ.12,98.996,1154,1950,383508,384304,0.0,1428.0,797,1950,100,593475
Seq_147_LinJ.12,LinJ.12,99.062,417,1162,394055,394799,0.0,1338.0,746,1950,100,593475
Seq_147_LinJ.12,LinJ.12,99.373,1154,1950,394825,395621,0.0,1445.0,797,1950,100,593475
Seq_328_LinJ.27,LinJ.27,100.0,1,1220,577077,578296,0.0,2254.0,1220,1220,100,1175412
Seq_328_LinJ.27,LinJ.27,99.747,1,790,557692,558480,0.0,1447.0,790,1220,100,1175412
Seq_34_LinJ.05,LinJ.05,100.0,1,689,134505,135193,0.0,1273.0,689,689,100,467714
Seq_34_LinJ.05,LinJ.05,97.105,1,378,152450,152071,0.0,640.0,380,689,100,467714
Seq_130_LinJ.12,LinJ.12,100.0,1,2286,374144,376429,0.0,4222.0,2286,2286,100,593475
Seq_151_LinJ.12,LinJ.12,98.495,1,598,454816,455413,0.0,1055.0,598,2632,100,593475
Seq_130_LinJ.12,LinJ.12,99.519,417,2286,394055,395924,0.0,3404.0,1870,2286,100,593475
Seq_149_LinJ.12,LinJ.12,98.788,1,494,449889,450383,0.0,880.0,495,2317,100,593475
Seq_65_LinJ.08,LinJ.34,76.748,481,1804,1263579,1264896,0.0,689.0,1359,2015,95,1852095
Seq_65_LinJ.08,LinJ.34,76.423,481,1804,1251803,1253134,0.0,664.0,1370,2015,95,1852095
Seq_149_LinJ.12,LinJ.12,98.684,1,530,405863,406394,0.0,942.0,532,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.684,1,530,381823,382354,0.0,942.0,532,2317,100,593475
Seq_149_LinJ.12,LinJ.12,99.074,730,1593,429613,430476,0.0,1552.0,864,2317,100,593475
Seq_149_LinJ.12,LinJ.12,99.285,1,698,373570,374268,0.0,1262.0,699,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.696,574,1799,450374,451600,0.0,2176.0,1227,2317,100,593475
Seq_65_LinJ.08,LinJ.34,76.748,481,1804,1245930,1247247,0.0,689.0,1359,2015,95,1852095
Seq_302_LinJ.26,LinJ.26,100.0,1,1000,557327,558326,0.0,1847.0,1000,1000,100,1055293
Seq_301_LinJ.26,LinJ.26,100.0,1,1000,300365,301364,0.0,1847.0,1000,1000,100,1055293
Seq_23_LinJ.04,LinJ.04,100.0,1,637,175855,176491,0.0,1177.0,637,637,100,466507
Seq_149_LinJ.12,LinJ.12,99.19,1,493,454848,455341,0.0,889.0,494,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.482,1791,2316,419342,419868,0.0,928.0,527,2317,100,593475
Seq_130_LinJ.12,LinJ.12,99.592,22,1983,382344,384304,0.0,3578.0,1962,2286,100,593475
Seq_149_LinJ.12,LinJ.12,97.576,1,494,466044,466535,0.0,845.0,495,2317,100,593475
Seq_149_LinJ.12,LinJ.12,99.581,1126,2317,455397,456588,0.0,2174.0,1192,2317,100,593475
Seq_149_LinJ.12,LinJ.12,97.678,1167,1769,418666,419268,0.0,1037.0,603,2317,100,593475
Seq_149_LinJ.12,LinJ.12,99.058,1,530,393308,393838,0.0,952.0,531,2317,100,593475
Seq_149_LinJ.12,LinJ.12,98.857,1619,2317,430468,431167,0.0,1247.0,700,2317,100,593475
Seq_149_LinJ.12,LinJ.12,99.284,1,698,428742,429439,0.0,1262.0,698,2317,100,593475
Seq_133_LinJ.12,LinJ.12,95.37,10,657,466021,466650,0.0,1014.0,648,2514,100,593475
Seq_133_LinJ.12,LinJ.12,97.844,1266,1868,418666,419268,0.0,1042.0,603,2514,100,593475
Seq_133_LinJ.12,LinJ.12,98.866,831,2416,440733,442319,0.0,2830.0,1588,2514,100,593475
Seq_133_LinJ.12,LinJ.12,98.658,1225,2416,455397,456587,0.0,2111.0,1192,2514,100,593475
Seq_133_LinJ.12,LinJ.12,99.617,948,2514,394055,395621,0.0,2861.0,1567,2514,100,593475
Seq_133_LinJ.12,LinJ.12,99.362,948,2514,406611,408177,0.0,2839.0,1567,2514,100,593475
Seq_711_LinJ.36,LinJ.36,100.0,1,642,2665095,2665736,0.0,1186.0,642,642,100,2743073
Seq_275_LinJ.24,LinJ.24,100.0,1,617,111045,111661,0.0,1140.0,617,956,100,863815
Seq_275_LinJ.24,LinJ.20,97.892,1,853,440457,441310,0.0,1476.0,854,956,95,731244
Seq_136_LinJ.12,LinJ.12,98.658,278,1469,455397,456587,0.0,2111.0,1192,1870,100,593475
Seq_130_LinJ.12,LinJ.12,98.804,299,1885,440733,442319,0.0,2826.0,1588,2286,100,593475
Seq_136_LinJ.12,LinJ.12,99.617,1,1567,382738,384304,0.0,2861.0,1567,1870,100,593475
Seq_136_LinJ.12,LinJ.12,99.062,1,745,429731,430476,0.0,1338.0,746,1870,100,593475
Seq_136_LinJ.12,LinJ.12,98.88,943,1567,419342,419966,0.0,1116.0,625,1870,100,593475
Seq_136_LinJ.12,LinJ.12,99.373,771,1567,430468,431264,0.0,1445.0,797,1870,100,593475
Seq_136_LinJ.12,LinJ.12,97.844,319,921,418666,419268,0.0,1042.0,603,1870,100,593475
Seq_136_LinJ.12,LinJ.12,98.741,1,951,450648,451600,0.0,1692.0,953,1870,100,593475
Seq_136_LinJ.12,LinJ.12,98.98,1,1469,440851,442319,0.0,2630.0,1470,1870,100,593475
Seq_136_LinJ.12,LinJ.12,100.0,1,1870,394055,395924,0.0,3454.0,1870,1870,100,593475
Seq_136_LinJ.12,LinJ.12,99.745,1,1567,406611,408177,0.0,2872.0,1567,1870,100,593475
Seq_143_LinJ.12,LinJ.12,98.88,677,1301,375502,376126,0.0,1116.0,625,1301,100,593475
Seq_33_LinJ.05,LinJ.05,100.0,1,1000,109889,110888,0.0,1847.0,1000,1000,100,467714
Seq_143_LinJ.12,LinJ.12,98.482,677,1203,441794,442319,0.0,928.0,527,1301,100,593475
Seq_143_LinJ.12,LinJ.12,98.292,677,1203,456062,456587,0.0,922.0,527,1301,100,593475
Seq_143_LinJ.12,LinJ.12,97.424,1,427,430050,430476,0.0,728.0,427,1301,100,593475
Seq_143_LinJ.12,LinJ.12,99.04,677,1301,383680,384304,0.0,1122.0,625,1301,100,593475
Seq_143_LinJ.12,LinJ.12,99.04,677,1301,407553,408177,0.0,1122.0,625,1301,100,593475
Seq_106_LinJ.09,LinJ.09,100.0,1,1000,415937,416936,0.0,1847.0,1000,1000,100,581924
Seq_151_LinJ.12,LinJ.12,100.0,1,2632,449857,452488,0.0,4861.0,2632,2632,100,593475
Seq_151_LinJ.12,LinJ.12,98.068,10,682,466021,466690,0.0,1168.0,673,2632,100,593475
Seq_151_LinJ.12,LinJ.12,96.125,27,682,417204,417874,0.0,1081.0,671,2632,100,593475
Seq_147_LinJ.12,LinJ.12,98.495,299,1162,450530,451393,0.0,1524.0,864,1950,100,593475
Seq_136_LinJ.12,LinJ.12,99.519,1,1870,374560,376429,0.0,3404.0,1870,1870,100,593475
Seq_371_LinJ.29,LinJ.29,100.0,1,492,585112,585603,0.0,909.0,492,492,100,1272419
Seq_147_LinJ.12,LinJ.12,99.036,22,1162,382344,383482,0.0,2045.0,1141,1950,100,593475
Seq_130_LinJ.12,LinJ.12,98.88,1359,1983,419342,419966,0.0,1116.0,625,2286,100,593475
Seq_130_LinJ.12,LinJ.12,99.122,1187,1983,430468,431264,0.0,1434.0,797,2286,100,593475
Seq_130_LinJ.12,LinJ.12,97.512,735,1337,418666,419268,0.0,1031.0,603,2286,100,593475
Seq_130_LinJ.12,LinJ.12,99.17,417,1983,406611,408177,0.0,2822.0,1567,2286,100,593475
Seq_130_LinJ.12,LinJ.12,98.658,694,1885,455397,456587,0.0,2111.0,1192,2286,100,593475
Seq_130_LinJ.12,LinJ.12,98.795,1,1161,429315,430476,0.0,2067.0,1162,2286,100,593475
Seq_147_LinJ.12,LinJ.12,99.074,299,1162,440733,441596,0.0,1552.0,864,1950,100,593475
Seq_147_LinJ.12,LinJ.12,99.875,1154,1950,407381,408177,0.0,1467.0,797,1950,100,593475
Seq_147_LinJ.12,LinJ.12,97.436,695,1162,455397,455864,0.0,798.0,468,1950,100,593475
Seq_147_LinJ.12,LinJ.12,97.424,736,1162,418666,419092,0.0,728.0,427,1950,100,593475
Seq_147_LinJ.12,LinJ.12,98.857,1154,1853,441622,442320,0.0,1247.0,700,1950,100,593475
Seq_147_LinJ.12,LinJ.12,98.714,1154,1853,455890,456588,0.0,1242.0,700,1950,100,593475
Seq_147_LinJ.12,LinJ.12,99.2,1326,1950,419342,419966,0.0,1127.0,625,1950,100,593475
Seq_151_LinJ.12,LinJ.12,95.89,1,642,381791,382447,0.0,1050.0,657,2632,100,593475
Seq_151_LinJ.12,LinJ.12,98.837,12,527,439983,440497,0.0,918.0,516,2632,100,593475
Seq_35_LinJ.05,LinJ.05,100.0,1,685,147454,148138,0.0,1266.0,685,685,100,467714
Seq_130_LinJ.12,LinJ.12,98.506,299,1367,450530,451600,0.0,1888.0,1071,2286,100,593475
Seq_275_LinJ.24,LinJ.24,100.0,1,956,118510,119465,0.0,1766.0,956,956,100,863815
Seq_151_LinJ.12,LinJ.12,95.25,1962,2360,377853,378252,3.01e-180,632.0,400,2632,100,593475
Seq_35_LinJ.05,LinJ.05,98.305,4,357,134868,134517,5.9300000000000005e-177,619.0,354,685,100,467714
Seq_35_LinJ.05,LinJ.05,96.765,1,371,152082,152452,5.9300000000000005e-177,619.0,371,685,100,467714
Seq_34_LinJ.05,LinJ.05,98.039,13,367,147810,147454,5.97e-177,619.0,357,689,100,467714
Seq_709_LinJ.36,LinJ.36,97.429,1,350,2665095,2665443,9.349999999999999e-170,595.0,350,642,100,2743073
Seq_711_LinJ.36,LinJ.36,97.429,1,349,2634363,2634712,9.349999999999999e-170,595.0,350,642,100,2743073
Seq_711_LinJ.36,LinJ.36,99.377,1,321,2658148,2658468,7.28e-166,582.0,321,642,100,2743073
Seq_709_LinJ.36,LinJ.36,99.367,1,316,2658148,2658463,4.3800000000000007e-163,573.0,316,642,100,2743073
Seq_711_LinJ.36,LinJ.36,97.015,1,335,2692166,2692500,2.6400000000000002e-160,564.0,335,642,100,2743073
Seq_711_LinJ.36,LinJ.36,96.418,1,335,2707130,2707464,5.7100000000000006e-157,553.0,335,642,100,2743073
Seq_709_LinJ.36,LinJ.36,96.429,1,336,2707130,2707464,5.7100000000000006e-157,553.0,336,642,100,2743073
Seq_709_LinJ.36,LinJ.36,96.131,1,336,2692166,2692501,7.38e-156,549.0,336,642,100,2743073
Seq_307_LinJ.26,LinJ.26,98.993,1,298,599539,599836,3.28e-151,534.0,298,1006,100,1055293
Seq_309_LinJ.26,LinJ.26,98.993,1,298,599539,599836,3.28e-151,534.0,298,1006,100,1055293
Seq_709_LinJ.36,LinJ.36,100.0,1,283,2648605,2648887,4.48e-148,523.0,283,642,100,2743073
Seq_50_LinJ.08,LinJ.08,99.306,1,288,84310,84597,1.4299999999999998e-147,521.0,288,573,100,515747
Seq_711_LinJ.36,LinJ.36,99.647,1,283,2648605,2648887,2.08e-146,518.0,283,642,100,2743073
Seq_65_LinJ.08,LinJ.34,74.618,481,1804,1275419,1276741,1.12e-143,510.0,1375,2015,95,1852095
Seq_68_LinJ.08,LinJ.34,74.618,480,1803,1275419,1276741,1.12e-143,510.0,1375,2014,95,1852095
Seq_61_LinJ.08,LinJ.34,74.618,484,1807,1275419,1276741,1.12e-143,510.0,1375,2018,91,1852095
Seq_21_LinJ.04,LinJ.04,99.281,10,287,126232,125955,6.28e-142,503.0,278,690,100,466507
Seq_68_LinJ.08,LinJ.31,84.504,1,483,154010,153540,2.46e-130,466.0,484,2014,89,1529246
Seq_68_LinJ.08,LinJ.34,75.277,480,1531,1240375,1241431,3.18e-129,462.0,1084,2014,95,1852095
Seq_65_LinJ.08,LinJ.34,75.277,481,1532,1240375,1241431,3.18e-129,462.0,1084,2015,95,1852095
Seq_61_LinJ.08,LinJ.34,75.277,484,1535,1240375,1241431,3.19e-129,462.0,1084,2018,91,1852095
Seq_371_LinJ.29,LinJ.29,98.077,233,492,556449,556708,4.51e-127,453.0,260,492,100,1272419
Seq_65_LinJ.08,LinJ.31,84.124,1,484,154010,153540,5.33e-127,455.0,485,2015,89,1529246
Seq_61_LinJ.08,LinJ.31,84.124,1,484,154010,153540,5.34e-127,455.0,485,2018,89,1529246
Seq_61_LinJ.08,LinJ.34,75.091,484,1534,1269477,1270546,3.2100000000000003e-124,446.0,1096,2018,91,1852095
Seq_65_LinJ.08,LinJ.34,75.091,481,1531,1269477,1270546,3.2100000000000003e-124,446.0,1096,2015,95,1852095
Seq_68_LinJ.08,LinJ.34,75.091,480,1530,1269477,1270546,3.2100000000000003e-124,446.0,1096,2014,95,1852095
Seq_710_LinJ.36,LinJ.36,100.0,1,234,2634363,2634596,2.6500000000000002e-121,433.0,234,234,100,2743073
Seq_710_LinJ.36,LinJ.36,100.0,1,234,2665095,2665328,2.6500000000000002e-121,433.0,234,234,100,2743073
Seq_710_LinJ.36,LinJ.36,100.0,1,234,2648605,2648838,2.6500000000000002e-121,433.0,234,234,100,2743073
Seq_23_LinJ.04,LinJ.04,88.587,1,368,125955,126302,9.949999999999999e-120,429.0,368,637,100,466507
Seq_710_LinJ.36,LinJ.36,99.573,1,234,2658148,2658381,1.2299999999999999e-119,427.0,234,234,100,2743073
Seq_710_LinJ.36,LinJ.36,98.291,1,234,2707130,2707363,1.24e-114,411.0,234,234,100,2743073
Seq_710_LinJ.36,LinJ.36,97.863,1,234,2692166,2692399,5.77e-113,405.0,234,234,100,2743073
Seq_271_LinJ.23,LinJ.23,100.0,1,217,774990,775206,6.8699999999999995e-112,401.0,217,217,100,786683
Seq_130_LinJ.12,LinJ.12,88.889,185,507,418188,418511,1.03e-109,398.0,324,2286,100,593475
