neg_name,chrom,start,end,strand,gene_id,transcript_id,parent_id,gene,transcript,CDS,3utr,5utr,pseudogen,notes,interval
rejected_noCDS_c02.140,LinJ.02,137296,139716,-,,LINF_02T0007950,LINF_020007950,False,True,False,False,False,,,"[137296, 139716]"
rejected_noCDS_c02.140,LinJ.02,139717,150152,-,LINF_020008000,,,True,False,False,False,False,,ATP-binding_cassette_subfamily_A_-_member_1|ABCA1,"[139717, 150152]"
rejected_noCDS_c02.140,LinJ.02,139717,150152,-,,LINF_02T0008000,LINF_020008000,False,True,False,False,False,,ATP-binding_cassette_subfamily_A_-_member_1|ABCA1,"[139717, 150152]"
rejected_noCDS_c02.140,LinJ.02,139717,145477,-,,,LINF_02T0008000,False,False,False,True,False,,,"[139717, 145477]"
rejected_noCDS_c02.150,LinJ.02,139717,150152,-,LINF_020008000,,,True,False,False,False,False,,ATP-binding_cassette_subfamily_A_-_member_1|ABCA1,"[139717, 150152]"
rejected_noCDS_c02.150,LinJ.02,139717,150152,-,,LINF_02T0008000,LINF_020008000,False,True,False,False,False,,ATP-binding_cassette_subfamily_A_-_member_1|ABCA1,"[139717, 150152]"
rejected_noCDS_c02.150,LinJ.02,149222,150152,-,,,LINF_02T0008000,False,False,False,False,True,,,"[149222, 150152]"
rejected_noCDS_c02.150,LinJ.02,150375,155425,-,LINF_020008100,,,True,False,False,False,False,,paraflagellar_rod_component_11|PFC11,"[150375, 155425]"
rejected_noCDS_c02.150,LinJ.02,150375,155425,-,,LINF_02T0008100,LINF_020008100,False,True,False,False,False,,paraflagellar_rod_component_11|PFC11,"[150375, 155425]"
rejected_noCDS_c02.150,LinJ.02,150375,153057,-,,,LINF_02T0008100,False,False,False,True,False,,,"[150375, 153057]"
rejected_noCDS_c02.160B,LinJ.02,196594,201033,-,LINF_020009400,,,True,False,False,False,False,unknown,Transmembrane_amino_acid_transporter_protein_-_putative,"[196594, 201033]"
rejected_noCDS_c02.160B,LinJ.02,196594,201033,-,,LINF_02T0009400,LINF_020009400,False,True,False,False,False,,Transmembrane_amino_acid_transporter_protein_-_putative,"[196594, 201033]"
rejected_noCDS_c02.160B,LinJ.02,196594,199091,-,,,LINF_02T0009400,False,False,False,True,False,,,"[196594, 199091]"
rejected_noCDS_c03.180,LinJ.03,168578,173520,+,LINF_030009600,,,True,False,False,False,False,,Ankyrin_repeats_(3_copies)/Ankyrin_repeats_(many_copies)/Ankyrin_repeat/DHHC_palmitoyltransferase_-_putative,"[168578, 173520]"
rejected_noCDS_c03.180,LinJ.03,168578,173520,+,,LINF_03T0009600,LINF_030009600,False,True,False,False,False,,Ankyrin_repeats_(3_copies)/Ankyrin_repeats_(many_copies)/Ankyrin_repeat/DHHC_palmitoyltransferase_-_putative,"[168578, 173520]"
rejected_noCDS_c03.180,LinJ.03,172508,173520,+,,,LINF_03T0009600,False,False,False,True,False,,,"[172508, 173520]"
rejected_noCDS_c03.190,LinJ.03,235179,238900,+,LINF_030011300,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[235179, 238900]"
rejected_noCDS_c03.190,LinJ.03,235179,238900,+,,LINF_03T0011300,LINF_030011300,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[235179, 238900]"
rejected_noCDS_c03.190,LinJ.03,237321,238900,+,,,LINF_03T0011300,False,False,False,True,False,,,"[237321, 238900]"
rejected_noCDS_c04.210C,LinJ.04,126105,126374,-,LINF_040008875,,,True,False,False,False,False,,,"[126105, 126374]"
rejected_noCDS_c04.210C,LinJ.04,126105,126374,-,,LINF_04T0008875,LINF_040008875,False,True,False,False,False,,,"[126105, 126374]"
rejected_noCDS_c04.220,LinJ.04,139396,142427,-,LINF_040009200,,,True,False,False,False,False,,Tetratricopeptide_repeat-containing_protein,"[139396, 142427]"
rejected_noCDS_c04.220,LinJ.04,139396,142427,-,,LINF_04T0009200,LINF_040009200,False,True,False,False,False,,Tetratricopeptide_repeat-containing_protein,"[139396, 142427]"
rejected_noCDS_c04.230,LinJ.04,139396,142427,-,LINF_040009200,,,True,False,False,False,False,,Tetratricopeptide_repeat-containing_protein,"[139396, 142427]"
rejected_noCDS_c04.230,LinJ.04,139396,142427,-,,LINF_04T0009200,LINF_040009200,False,True,False,False,False,,Tetratricopeptide_repeat-containing_protein,"[139396, 142427]"
rejected_noCDS_c04.220,LinJ.04,142101,142427,-,,,LINF_04T0009200,False,False,False,False,True,,,"[142101, 142427]"
rejected_noCDS_c04.230,LinJ.04,142101,142427,-,,,LINF_04T0009200,False,False,False,False,True,,,"[142101, 142427]"
rejected_noCDS_c04.230,LinJ.04,142650,156872,-,LINF_040009300,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[142650, 156872]"
rejected_noCDS_c04.230,LinJ.04,142650,156872,-,,LINF_04T0009300,LINF_040009300,False,True,False,False,False,,hypothetical_protein_-_conserved,"[142650, 156872]"
rejected_noCDS_c04.230,LinJ.04,142650,143425,-,,,LINF_04T0009300,False,False,False,True,False,,,"[142650, 143425]"
rejected_noCDS_c04.240C,LinJ.04,208282,210473,-,LINF_040010300,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[208282, 210473]"
rejected_noCDS_c04.240C,LinJ.04,208282,210473,-,,LINF_04T0010300,LINF_040010300,False,True,False,False,False,,hypothetical_protein_-_conserved,"[208282, 210473]"
rejected_noCDS_c04.240C,LinJ.04,208282,209330,-,,,LINF_04T0010300,False,False,False,True,False,,,"[208282, 209330]"
rejected_noCDS_c04.250,LinJ.04,331044,338857,-,LINF_040013700,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[331044, 338857]"
rejected_noCDS_c04.250,LinJ.04,331044,338857,-,,LINF_04T0013700,LINF_040013700,False,True,False,False,False,,hypothetical_protein_-_conserved,"[331044, 338857]"
rejected_noCDS_c04.250,LinJ.04,331044,334299,-,,,LINF_04T0013700,False,False,False,True,False,,,"[331044, 334299]"
rejected_noCDS_c04.260,LinJ.04,331044,338857,-,LINF_040013700,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[331044, 338857]"
rejected_noCDS_c04.260,LinJ.04,331044,338857,-,,LINF_04T0013700,LINF_040013700,False,True,False,False,False,,hypothetical_protein_-_conserved,"[331044, 338857]"
rejected_noCDS_c04.260,LinJ.04,331044,334299,-,,,LINF_04T0013700,False,False,False,True,False,,,"[331044, 334299]"
rejected_noCDS_c04.270,LinJ.04,437650,446664,-,LINF_040017000,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[437650, 446664]"
rejected_noCDS_c04.270,LinJ.04,437650,446664,-,,LINF_04T0017000,LINF_040017000,False,True,False,False,False,,hypothetical_protein_-_conserved,"[437650, 446664]"
rejected_noCDS_c04.270,LinJ.04,437650,438600,-,,,LINF_04T0017000,False,False,False,True,False,,,"[437650, 438600]"
rejected_noCDS_c05.280,LinJ.05,1093,2315,-,LINF_050004700,,,True,False,False,False,False,,,"[1093, 2315]"
rejected_noCDS_c05.280,LinJ.05,1093,2315,-,,LINF_05T0004700,LINF_050004700,False,True,False,False,False,,,"[1093, 2315]"
rejected_noCDS_c05.290,LinJ.05,36373,40873,+,LINF_050006200,,,True,False,False,False,False,,protein_kinase,"[36373, 40873]"
rejected_noCDS_c05.290,LinJ.05,36373,40873,+,,LINF_05T0006200,LINF_050006200,False,True,False,False,False,,protein_kinase,"[36373, 40873]"
rejected_noCDS_c05.290,LinJ.05,38529,40873,+,,,LINF_05T0006200,False,False,False,True,False,,,"[38529, 40873]"
rejected_noCDS_c05.310,LinJ.05,66289,73912,+,LINF_050007100,,,True,False,False,False,False,,dual_specificity_phosphatase-like_protein,"[66289, 73912]"
rejected_noCDS_c05.310,LinJ.05,66289,73912,+,,LINF_05T0007100,LINF_050007100,False,True,False,False,False,,dual_specificity_phosphatase-like_protein,"[66289, 73912]"
rejected_noCDS_c05.300D,LinJ.05,66289,73912,+,LINF_050007100,,,True,False,False,False,False,,dual_specificity_phosphatase-like_protein,"[66289, 73912]"
rejected_noCDS_c05.300D,LinJ.05,66289,73912,+,,LINF_05T0007100,LINF_050007100,False,True,False,False,False,,dual_specificity_phosphatase-like_protein,"[66289, 73912]"
rejected_noCDS_c05.300D,LinJ.05,66289,67362,+,,,LINF_05T0007100,False,False,False,False,True,,,"[66289, 67362]"
rejected_noCDS_c05.310,LinJ.05,69379,73912,+,,,LINF_05T0007100,False,False,False,True,False,,,"[69379, 73912]"
rejected_noCDS_c05.320D,LinJ.05,104200,106507,+,LINF_050008400,,,True,False,False,False,False,,mitoribosomal_protein_uS11m,"[104200, 106507]"
rejected_noCDS_c05.320D,LinJ.05,104200,106507,+,,LINF_05T0008400,LINF_050008400,False,True,False,False,False,,mitoribosomal_protein_uS11m,"[104200, 106507]"
rejected_noCDS_c05.320D,LinJ.05,105430,106507,+,,,LINF_05T0008400,False,False,False,True,False,,,"[105430, 106507]"
rejected_noCDS_c05.320D,LinJ.05,106508,108915,+,LINF_050008500,,,True,False,False,False,False,,trypanothione_reductase_(TRYR),"[106508, 108915]"
rejected_noCDS_c05.320D,LinJ.05,106508,108915,+,,LINF_05T0008500,LINF_050008500,False,True,False,False,False,,trypanothione_reductase_(TRYR),"[106508, 108915]"
rejected_noCDS_c05.320D,LinJ.05,106508,106885,+,,,LINF_05T0008500,False,False,False,False,True,,,"[106508, 106885]"
rejected_noCDS_c05.330E,LinJ.05,130378,134939,+,LINF_050009000,,,True,False,False,False,False,,SMC_(Structural_maintenance_of_chromosomes)_protein,"[130378, 134939]"
rejected_noCDS_c05.330E,LinJ.05,130378,134939,+,,LINF_05T0009000,LINF_050009000,False,True,False,False,False,,SMC_(Structural_maintenance_of_chromosomes)_protein,"[130378, 134939]"
rejected_noCDS_c05.330E,LinJ.05,134289,134939,+,,,LINF_05T0009000,False,False,False,True,False,,,"[134289, 134939]"
rejected_noCDS_c05.340E,LinJ.05,144533,148377,+,LINF_050009400,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[144533, 148377]"
rejected_noCDS_c05.340E,LinJ.05,144533,148377,+,,LINF_05T0009400,LINF_050009400,False,True,False,False,False,,hypothetical_protein_-_conserved,"[144533, 148377]"
rejected_noCDS_c05.340E,LinJ.05,147220,148377,+,,,LINF_05T0009400,False,False,False,True,False,,,"[147220, 148377]"
rejected_noCDS_c05.350,LinJ.05,357004,360467,+,LINF_050014700,,,True,False,False,False,False,,glutaminyl_cyclase,"[357004, 360467]"
rejected_noCDS_c05.350,LinJ.05,357004,360467,+,,LINF_05T0014700,LINF_050014700,False,True,False,False,False,,glutaminyl_cyclase,"[357004, 360467]"
rejected_noCDS_c05.350,LinJ.05,359831,360467,+,,,LINF_05T0014700,False,False,False,True,False,,,"[359831, 360467]"
rejected_noCDS_c05.350,LinJ.05,360956,363428,+,LINF_050014800,,,True,False,False,False,False,,dipeptidyl-peptidase_III|metallo-peptidase_-_Clan_M_-_Family_M49,"[360956, 363428]"
rejected_noCDS_c05.350,LinJ.05,360956,363428,+,,LINF_05T0014800,LINF_050014800,False,True,False,False,False,,dipeptidyl-peptidase_III|metallo-peptidase_-_Clan_M_-_Family_M49,"[360956, 363428]"
rejected_noCDS_c05.350,LinJ.05,360956,361110,+,,,LINF_05T0014800,False,False,False,False,True,,,"[360956, 361110]"
rejected_noCDS_c06.370,LinJ.06,6602,7870,-,LINF_060005150,,,True,False,False,False,False,,,"[6602, 7870]"
rejected_noCDS_c06.370,LinJ.06,6602,7870,-,,LINF_06T0005150,LINF_060005150,False,True,False,False,False,,,"[6602, 7870]"
rejected_noCDS_c06.380,LinJ.06,59844,62540,-,LINF_060006900,,,True,False,False,False,False,,kinesin-like_protein,"[59844, 62540]"
rejected_noCDS_c06.380,LinJ.06,59844,62540,-,,LINF_06T0006900,LINF_060006900,False,True,False,False,False,,kinesin-like_protein,"[59844, 62540]"
rejected_noCDS_c06.380,LinJ.06,61911,62540,-,,,LINF_06T0006900,False,False,False,False,True,,,"[61911, 62540]"
rejected_noCDS_c06.380,LinJ.06,62983,65883,-,LINF_060007000,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[62983, 65883]"
rejected_noCDS_c06.380,LinJ.06,62983,65883,-,,LINF_06T0007000,LINF_060007000,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[62983, 65883]"
rejected_noCDS_c06.380,LinJ.06,62983,63490,-,,,LINF_06T0007000,False,False,False,True,False,,,"[62983, 63490]"
rejected_noCDS_c06.390,LinJ.06,101708,107301,-,LINF_060008400,,,True,False,False,False,False,,pteridine_transporter_(truncated)_-_putative,"[101708, 107301]"
rejected_noCDS_c06.390,LinJ.06,101708,107301,-,,LINF_06T0008400,LINF_060008400,False,True,False,False,False,,pteridine_transporter_(truncated)_-_putative,"[101708, 107301]"
rejected_noCDS_c06.390,LinJ.06,101708,105155,-,,,LINF_06T0008400,False,False,False,True,False,,,"[101708, 105155]"
rejected_noCDS_c06.410,LinJ.06,402727,406088,+,LINF_060014900,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[402727, 406088]"
rejected_noCDS_c06.410,LinJ.06,402727,406088,+,,LINF_06T0014900,LINF_060014900,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[402727, 406088]"
rejected_noCDS_c06.410,LinJ.06,404237,406088,+,,,LINF_06T0014900,False,False,False,True,False,,,"[404237, 406088]"
rejected_noCDS_c07.420,LinJ.07,164694,173256,-,LINF_070009100,,,True,False,False,False,False,,Ring_finger_domain/Zinc_finger_-_C3HC4_type_(RING_finger)_containing_protein,"[164694, 173256]"
rejected_noCDS_c07.420,LinJ.07,164694,173256,-,,LINF_07T0009100,LINF_070009100,False,True,False,False,False,,Ring_finger_domain/Zinc_finger_-_C3HC4_type_(RING_finger)_containing_protein,"[164694, 173256]"
rejected_noCDS_c07.420,LinJ.07,164694,169404,-,,,LINF_07T0009100,False,False,False,True,False,,,"[164694, 169404]"
rejected_noCDS_c07.430G,LinJ.07,211168,211744,+,LINF_070010140,,,True,False,False,False,False,,,"[211168, 211744]"
rejected_noCDS_c07.430G,LinJ.07,211168,211744,+,,LINF_07T0010140,LINF_070010140,False,True,False,False,False,,,"[211168, 211744]"
rejected_noCDS_c07.440H,LinJ.07,211951,214227,+,LINF_070010160,,,True,False,False,False,False,,,"[211951, 214227]"
rejected_noCDS_c07.440H,LinJ.07,211951,214227,+,,LINF_07T0010160,LINF_070010160,False,True,False,False,False,,,"[211951, 214227]"
rejected_noCDS_c07.430G,LinJ.07,211951,214227,+,LINF_070010160,,,True,False,False,False,False,,,"[211951, 214227]"
rejected_noCDS_c07.430G,LinJ.07,211951,214227,+,,LINF_07T0010160,LINF_070010160,False,True,False,False,False,,,"[211951, 214227]"
rejected_noCDS_c07.450G,LinJ.07,251481,252207,+,LINF_070010950,,,True,False,False,False,False,,,"[251481, 252207]"
rejected_noCDS_c07.450G,LinJ.07,251481,252207,+,,LINF_07T0010950,LINF_070010950,False,True,False,False,False,,,"[251481, 252207]"
rejected_noCDS_c07.460G,LinJ.07,297019,304430,+,LINF_070012100,,,True,False,False,False,False,,vacuolar-type_Ca2+-ATPase_-_putative,"[297019, 304430]"
rejected_noCDS_c07.460G,LinJ.07,297019,304430,+,,LINF_07T0012100-150,LINF_070012100,False,True,False,False,False,,vacuolar-type_Ca2+-ATPase_-_putative,"[297019, 304430]"
rejected_noCDS_c07.470H,LinJ.07,297019,304430,+,LINF_070012100,,,True,False,False,False,False,,vacuolar-type_Ca2+-ATPase_-_putative,"[297019, 304430]"
rejected_noCDS_c07.470H,LinJ.07,297019,304430,+,,LINF_07T0012100-150,LINF_070012100,False,True,False,False,False,,vacuolar-type_Ca2+-ATPase_-_putative,"[297019, 304430]"
rejected_noCDS_c07.460G,LinJ.07,300978,304430,+,,,LINF_07T0012100-150,False,False,False,True,False,,,"[300978, 304430]"
rejected_noCDS_c07.470H,LinJ.07,300978,304430,+,,,LINF_07T0012100-150,False,False,False,True,False,,,"[300978, 304430]"
rejected_noCDS_c07.480,LinJ.07,304431,306253,+,LINF_070012175,,,True,False,False,False,False,,,"[304431, 306253]"
rejected_noCDS_c07.480,LinJ.07,304431,306253,+,,LINF_07T0012175,LINF_070012175,False,True,False,False,False,,,"[304431, 306253]"
rejected_noCDS_c07.490,LinJ.07,334632,339908,+,LINF_070013000,,,True,False,False,False,False,,malonyl-coa_decarboxylase-like_protein,"[334632, 339908]"
rejected_noCDS_c07.490,LinJ.07,334632,339908,+,,LINF_07T0013000,LINF_070013000,False,True,False,False,False,,malonyl-coa_decarboxylase-like_protein,"[334632, 339908]"
rejected_noCDS_c07.500,LinJ.07,334632,339908,+,LINF_070013000,,,True,False,False,False,False,,malonyl-coa_decarboxylase-like_protein,"[334632, 339908]"
rejected_noCDS_c07.500,LinJ.07,334632,339908,+,,LINF_07T0013000,LINF_070013000,False,True,False,False,False,,malonyl-coa_decarboxylase-like_protein,"[334632, 339908]"
rejected_noCDS_c07.490,LinJ.07,337534,339908,+,,,LINF_07T0013000,False,False,False,True,False,,,"[337534, 339908]"
rejected_noCDS_c07.500,LinJ.07,337534,339908,+,,,LINF_07T0013000,False,False,False,True,False,,,"[337534, 339908]"
rejected_noCDS_c07.510,LinJ.07,384350,384937,+,LINF_070013950,,,True,False,False,False,False,,,"[384350, 384937]"
rejected_noCDS_c07.510,LinJ.07,384350,384937,+,,LINF_07T0013950,LINF_070013950,False,True,False,False,False,,,"[384350, 384937]"
rejected_noCDS_c07.520,LinJ.07,568971,570497,+,LINF_070018050,,,True,False,False,False,False,,,"[568971, 570497]"
rejected_noCDS_c07.520,LinJ.07,568971,570497,+,,LINF_07T0018050,LINF_070018050,False,True,False,False,False,,,"[568971, 570497]"
rejected_noCDS_c08.530,LinJ.08,55028,67549,+,LINF_080006700,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[55028, 67549]"
rejected_noCDS_c08.530,LinJ.08,55028,67549,+,,LINF_08T0006700,LINF_080006700,False,True,False,False,False,,hypothetical_protein_-_conserved,"[55028, 67549]"
rejected_noCDS_c08.530,LinJ.08,62506,67549,+,,,LINF_08T0006700,False,False,False,True,False,,,"[62506, 67549]"
rejected_noCDS_c08.540,LinJ.08,74182,77746,+,LINF_080007000,,,True,False,False,False,False,,inositol_phosphosphingolipid_phospholipase_C-Like|ISCL,"[74182, 77746]"
rejected_noCDS_c08.540,LinJ.08,74182,77746,+,,LINF_08T0007000,LINF_080007000,False,True,False,False,False,,inositol_phosphosphingolipid_phospholipase_C-Like|ISCL,"[74182, 77746]"
rejected_noCDS_c08.540,LinJ.08,76652,77746,+,,,LINF_08T0007000,False,False,False,True,False,,,"[76652, 77746]"
rejected_noCDS_c08.550,LinJ.08,190115,192664,+,LINF_080009800,,,True,False,False,False,False,,small_ubiquitin-like_modifier_(SUMO),"[190115, 192664]"
rejected_noCDS_c08.550,LinJ.08,190115,192664,+,,LINF_08T0009800,LINF_080009800,False,True,False,False,False,,small_ubiquitin-like_modifier_(SUMO),"[190115, 192664]"
rejected_noCDS_c08.550,LinJ.08,190647,192664,+,,,LINF_08T0009800,False,False,False,True,False,,,"[190647, 192664]"
rejected_noCDS_c08.570J,LinJ.08,298159,299531,+,LINF_080012050,,,True,False,False,False,False,,,"[298159, 299531]"
rejected_noCDS_c08.570J,LinJ.08,298159,299531,+,,LINF_08T0012050,LINF_080012050,False,True,False,False,False,,,"[298159, 299531]"
rejected_noCDS_c08.580J,LinJ.08,298159,299531,+,LINF_080012050,,,True,False,False,False,False,,,"[298159, 299531]"
rejected_noCDS_c08.580J,LinJ.08,298159,299531,+,,LINF_08T0012050,LINF_080012050,False,True,False,False,False,,,"[298159, 299531]"
rejected_noCDS_c08.560I,LinJ.08,298159,299531,+,LINF_080012050,,,True,False,False,False,False,,,"[298159, 299531]"
rejected_noCDS_c08.560I,LinJ.08,298159,299531,+,,LINF_08T0012050,LINF_080012050,False,True,False,False,False,,,"[298159, 299531]"
rejected_noCDS_c08.600J,LinJ.08,302787,304302,+,LINF_080012150,,,True,False,False,False,False,,,"[302787, 304302]"
rejected_noCDS_c08.600J,LinJ.08,302787,304302,+,,LINF_08T0012150,LINF_080012150,False,True,False,False,False,,,"[302787, 304302]"
rejected_noCDS_c08.610J,LinJ.08,302787,304302,+,LINF_080012150,,,True,False,False,False,False,,,"[302787, 304302]"
rejected_noCDS_c08.610J,LinJ.08,302787,304302,+,,LINF_08T0012150,LINF_080012150,False,True,False,False,False,,,"[302787, 304302]"
rejected_noCDS_c08.590I,LinJ.08,302787,304302,+,LINF_080012150,,,True,False,False,False,False,,,"[302787, 304302]"
rejected_noCDS_c08.590I,LinJ.08,302787,304302,+,,LINF_08T0012150,LINF_080012150,False,True,False,False,False,,,"[302787, 304302]"
rejected_noCDS_c08.630J,LinJ.08,307412,308886,+,LINF_080012250,,,True,False,False,False,False,,,"[307412, 308886]"
rejected_noCDS_c08.630J,LinJ.08,307412,308886,+,,LINF_08T0012250,LINF_080012250,False,True,False,False,False,,,"[307412, 308886]"
rejected_noCDS_c08.620I,LinJ.08,307412,308886,+,LINF_080012250,,,True,False,False,False,False,,,"[307412, 308886]"
rejected_noCDS_c08.620I,LinJ.08,307412,308886,+,,LINF_08T0012250,LINF_080012250,False,True,False,False,False,,,"[307412, 308886]"
rejected_noCDS_c08.650J,LinJ.08,311996,313821,+,LINF_080012350,,,True,False,False,False,False,,,"[311996, 313821]"
rejected_noCDS_c08.650J,LinJ.08,311996,313821,+,,LINF_08T0012350,LINF_080012350,False,True,False,False,False,,,"[311996, 313821]"
rejected_noCDS_c08.660J,LinJ.08,311996,313821,+,LINF_080012350,,,True,False,False,False,False,,,"[311996, 313821]"
rejected_noCDS_c08.660J,LinJ.08,311996,313821,+,,LINF_08T0012350,LINF_080012350,False,True,False,False,False,,,"[311996, 313821]"
rejected_noCDS_c08.640I,LinJ.08,311996,313821,+,LINF_080012350,,,True,False,False,False,False,,,"[311996, 313821]"
rejected_noCDS_c08.640I,LinJ.08,311996,313821,+,,LINF_08T0012350,LINF_080012350,False,True,False,False,False,,,"[311996, 313821]"
rejected_noCDS_c08.670,LinJ.08,316292,318363,+,LINF_080012450,,,True,False,False,False,False,,,"[316292, 318363]"
rejected_noCDS_c08.670,LinJ.08,316292,318363,+,,LINF_08T0012450,LINF_080012450,False,True,False,False,False,,,"[316292, 318363]"
rejected_noCDS_c08.680K,LinJ.08,324605,326842,+,LINF_080012700,,,True,False,False,False,False,,tuzin,"[324605, 326842]"
rejected_noCDS_c08.680K,LinJ.08,324605,326842,+,,LINF_08T0012700,LINF_080012700,False,True,False,False,False,,tuzin,"[324605, 326842]"
rejected_noCDS_c08.680K,LinJ.08,326394,326842,+,,,LINF_08T0012700,False,False,False,True,False,,,"[326394, 326842]"
rejected_noCDS_c08.690L,LinJ.08,330313,332015,+,LINF_080012825,,,True,False,False,False,False,,,"[330313, 332015]"
rejected_noCDS_c08.690L,LinJ.08,330313,332015,+,,LINF_08T0012825,LINF_080012825,False,True,False,False,False,,,"[330313, 332015]"
