qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen
Seq_5_LinJ.01,Seq_266_LinJ.22,93.127,2648,95,61,424,3025,14157,16763,0.0,3801.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.04,2658,94,61,414,3025,4813,7425,0.0,3799.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.032,2655,99,57,414,3025,5347,7958,0.0,3799.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.089,2648,96,58,424,3025,12824,15430,0.0,3795.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.094,2650,92,62,424,3025,19752,22358,0.0,3795.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.029,2654,95,61,424,3025,284,2899,0.0,3794.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.084,2646,97,60,424,3025,7221,9824,0.0,3794.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.089,2648,92,64,424,3025,3759,6361,0.0,3792.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.054,2649,91,63,424,3025,4025,6627,0.0,3786.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.049,2647,94,61,424,3025,6157,8758,0.0,3786.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.043,2645,92,60,424,3025,18159,20754,0.0,3781.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.043,2645,92,61,424,3025,18692,21287,0.0,3781.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.019,2650,88,64,424,3025,829,3429,0.0,3779.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.011,2647,90,66,424,3025,2430,5026,0.0,3775.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.938,2648,95,61,424,3025,6690,9291,0.0,3770.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.903,2649,95,64,424,3025,3492,6094,0.0,3764.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.93,2645,94,61,424,3025,18426,21020,0.0,3762.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.857,2646,96,62,424,3025,2164,4760,0.0,3753.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.025,2423,92,49,424,2809,21617,23999,0.0,3467.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.54,2386,87,60,700,3025,13,2367,0.0,3336.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.93,2150,86,45,424,2542,21885,23999,0.0,3068.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.166,2119,82,54,961,3025,13,2101,0.0,2916.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,93.17,1874,74,40,424,2270,22153,23999,0.0,2702.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,90.835,1844,91,50,1237,3025,13,1833,0.0,2398.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.96,1605,67,32,424,2008,22421,23999,0.0,2296.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,90.978,1574,74,42,1500,3025,13,1566,0.0,2058.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.761,1340,54,26,424,1749,22689,23999,0.0,1897.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,92.361,1296,57,29,1764,3025,13,1300,0.0,1807.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,91.535,1075,47,25,424,1485,22956,23999,0.0,1441.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,91.691,1035,41,26,2023,3025,13,1034,0.0,1393.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,91.853,761,35,17,2285,3025,13,766,0.0,1037.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,90.458,807,39,20,424,1222,23223,23999,0.0,1029.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,90.584,531,25,14,424,946,23486,23999,0.0,680.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,87.347,490,33,16,2557,3025,13,494,1.1e-152,534.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,88.213,263,18,6,424,685,23749,23999,1.2099999999999999e-82,302.0,3406,24324
Seq_5_LinJ.01,Seq_266_LinJ.22,88.0,200,16,4,2824,3015,13,212,5.8099999999999995e-61,230.0,3406,24324
Seq_5_LinJ.01,Seq_265_LinJ.22,95.447,593,15,6,2817,3399,88,678,0.0,935.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,94.69,226,9,3,693,915,88,313,1.54e-96,348.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,94.248,226,10,3,1230,1452,88,313,7.15e-95,342.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,92.07,227,14,4,2016,2239,88,313,4.33e-87,316.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,92.411,224,13,4,2550,2769,88,311,4.33e-87,316.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,90.749,227,12,7,1757,1975,88,313,2.0300000000000002e-80,294.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,94.475,181,7,3,1493,1671,88,267,7.36e-75,276.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,86.207,232,21,7,954,1182,88,311,2.68e-64,241.0,3406,678
Seq_5_LinJ.01,Seq_265_LinJ.22,89.894,188,10,5,2278,2464,88,267,4.49e-62,233.0,3406,678
Seq_6_LinJ.02,Seq_6_LinJ.02,100.0,117,0,0,1,117,1,117,1.3500000000000001e-58,217.0,117,117
Seq_7_LinJ.02,Seq_7_LinJ.02,100.0,131,0,0,1,131,1,131,2.54e-66,243.0,131,131
Seq_8_LinJ.02,Seq_12_LinJ.02,100.0,323,0,0,1,323,1,323,1.25e-172,597.0,323,323
Seq_8_LinJ.02,Seq_8_LinJ.02,100.0,323,0,0,1,323,1,323,1.25e-172,597.0,323,323
Seq_8_LinJ.02,Seq_15_LinJ.02,98.718,156,2,0,1,156,1,156,1.86e-76,278.0,323,661
Seq_9_LinJ.02,Seq_9_LinJ.02,100.0,452,0,0,1,452,1,452,0.0,835.0,452,452
Seq_10_LinJ.02,Seq_10_LinJ.02,100.0,122,0,0,1,122,1,122,2.35e-61,226.0,122,122
Seq_11_LinJ.02,Seq_11_LinJ.02,100.0,357,0,0,1,357,1,357,0.0,660.0,357,357
Seq_12_LinJ.02,Seq_12_LinJ.02,100.0,323,0,0,1,323,1,323,1.25e-172,597.0,323,323
Seq_12_LinJ.02,Seq_8_LinJ.02,100.0,323,0,0,1,323,1,323,1.25e-172,597.0,323,323
Seq_12_LinJ.02,Seq_15_LinJ.02,98.718,156,2,0,1,156,1,156,1.86e-76,278.0,323,661
Seq_13_LinJ.02,Seq_13_LinJ.02,100.0,625,0,0,1,625,1,625,0.0,1155.0,625,625
Seq_14_LinJ.02,Seq_14_LinJ.02,100.0,1384,0,0,1,1384,1,1384,0.0,2556.0,1384,1384
Seq_15_LinJ.02,Seq_15_LinJ.02,100.0,661,0,0,1,661,1,661,0.0,1221.0,661,661
Seq_15_LinJ.02,Seq_12_LinJ.02,98.718,156,2,0,1,156,1,156,3.9e-76,278.0,661,323
Seq_15_LinJ.02,Seq_8_LinJ.02,98.718,156,2,0,1,156,1,156,3.9e-76,278.0,661,323
Seq_16_LinJ.02,Seq_16_LinJ.02,100.0,635,0,0,1,635,1,635,0.0,1173.0,635,635
Seq_17_LinJ.03,Seq_17_LinJ.03,100.0,170,0,0,1,170,1,170,7.11e-88,315.0,170,170
Seq_18_LinJ.03,Seq_18_LinJ.03,100.0,582,0,0,1,582,1,582,0.0,1075.0,582,582
Seq_19_LinJ.04,Seq_19_LinJ.04,100.0,498,0,0,1,498,1,498,0.0,920.0,498,498
Seq_19_LinJ.04,Seq_642_LinJ.35,89.4,500,43,6,4,498,52,546,1.17e-179,621.0,498,546
Seq_20_LinJ.04,Seq_20_LinJ.04,100.0,690,0,0,1,690,1,690,0.0,1275.0,690,690
Seq_20_LinJ.04,Seq_21_LinJ.04,99.281,278,2,0,10,287,282,5,6.170000000000001e-144,503.0,690,676
Seq_20_LinJ.04,Seq_24_LinJ.04,87.019,208,13,3,97,290,222,15,1.94e-59,222.0,690,222
Seq_21_LinJ.04,Seq_21_LinJ.04,100.0,676,0,0,1,676,1,676,0.0,1249.0,676,676
Seq_21_LinJ.04,Seq_20_LinJ.04,99.281,278,2,0,5,282,287,10,6.04e-144,503.0,676,690
Seq_21_LinJ.04,Seq_24_LinJ.04,87.56,209,12,3,1,195,14,222,1.13e-61,230.0,676,222
Seq_22_LinJ.04,Seq_22_LinJ.04,100.0,118,0,0,1,118,1,118,3.79e-59,219.0,118,118
Seq_23_LinJ.04,Seq_23_LinJ.04,100.0,432,0,0,1,432,1,432,0.0,798.0,432,432
Seq_24_LinJ.04,Seq_24_LinJ.04,100.0,222,0,0,1,222,1,222,1.17e-116,411.0,222,222
Seq_24_LinJ.04,Seq_21_LinJ.04,87.56,209,12,3,14,222,1,195,3.53e-62,230.0,222,676
Seq_24_LinJ.04,Seq_20_LinJ.04,87.624,202,11,3,21,222,284,97,5.9e-60,222.0,222,690
Seq_25_LinJ.04,Seq_25_LinJ.04,100.0,219,0,0,1,219,1,219,5.3799999999999995e-115,405.0,219,219
Seq_26_LinJ.04,Seq_26_LinJ.04,100.0,183,0,0,1,183,1,183,4.5799999999999994e-95,339.0,183,183
Seq_27_LinJ.04,Seq_27_LinJ.04,100.0,101,0,0,1,101,1,101,8.88e-50,187.0,101,101
Seq_28_LinJ.05,Seq_28_LinJ.05,100.0,789,0,0,1,789,1,789,0.0,1458.0,789,789
Seq_29_LinJ.05,Seq_29_LinJ.05,100.0,148,0,0,1,148,1,148,1.03e-75,274.0,148,148
Seq_30_LinJ.05,Seq_30_LinJ.05,100.0,605,0,0,1,605,1,605,0.0,1118.0,605,605
Seq_30_LinJ.05,Seq_32_LinJ.05,97.619,210,2,1,1,210,1,207,4.4400000000000003e-100,357.0,605,207
Seq_31_LinJ.05,Seq_31_LinJ.05,100.0,585,0,0,1,585,1,585,0.0,1081.0,585,585
Seq_32_LinJ.05,Seq_32_LinJ.05,100.0,207,0,0,1,207,1,207,2.37e-108,383.0,207,207
Seq_32_LinJ.05,Seq_30_LinJ.05,97.619,210,2,1,1,207,1,210,1.44e-100,357.0,207,605
Seq_33_LinJ.05,Seq_33_LinJ.05,100.0,1000,0,0,1,1000,1,1000,0.0,1847.0,1000,1000
Seq_34_LinJ.05,Seq_34_LinJ.05,100.0,689,0,0,1,689,1,689,0.0,1273.0,689,689
Seq_34_LinJ.05,Seq_35_LinJ.05,98.039,357,5,1,13,367,357,1,5.8700000000000003e-179,619.0,689,685
Seq_35_LinJ.05,Seq_35_LinJ.05,100.0,685,0,0,1,685,1,685,0.0,1266.0,685,685
Seq_35_LinJ.05,Seq_34_LinJ.05,98.305,354,4,1,4,357,364,13,5.8300000000000004e-179,619.0,685,689
Seq_36_LinJ.05,Seq_36_LinJ.05,100.0,607,0,0,1,607,1,607,0.0,1122.0,607,607
Seq_37_LinJ.05,Seq_37_LinJ.05,100.0,572,0,0,1,572,1,572,0.0,1057.0,572,572
Seq_37_LinJ.05,Seq_191_LinJ.17,90.338,207,16,3,1,204,181,386,2.02e-73,268.0,572,666
Seq_38_LinJ.06,Seq_38_LinJ.06,100.0,188,0,0,1,188,1,188,7.84e-98,348.0,188,188
Seq_39_LinJ.06,Seq_39_LinJ.06,100.0,552,0,0,1,552,1,552,0.0,1020.0,552,552
Seq_40_LinJ.06,Seq_40_LinJ.06,100.0,135,0,0,1,135,1,135,1.5699999999999999e-68,250.0,135,135
Seq_41_LinJ.06,Seq_41_LinJ.06,100.0,699,0,0,1,699,1,699,0.0,1291.0,699,699
Seq_42_LinJ.06,Seq_42_LinJ.06,100.0,125,0,0,1,125,1,125,5.2e-63,231.0,125,125
Seq_43_LinJ.07,Seq_43_LinJ.07,100.0,141,0,0,1,141,1,141,7.620000000000001e-72,261.0,141,141
Seq_44_LinJ.07,Seq_44_LinJ.07,100.0,158,0,0,1,158,1,158,3.07e-81,292.0,158,158
Seq_45_LinJ.07,Seq_45_LinJ.07,100.0,1545,0,0,1,1545,1,1545,0.0,2854.0,1545,1545
Seq_45_LinJ.07,Seq_48_LinJ.07,98.995,597,5,1,283,878,1,597,0.0,1068.0,1545,1055
Seq_45_LinJ.07,Seq_48_LinJ.07,98.755,482,3,2,1065,1545,576,1055,0.0,854.0,1545,1055
Seq_45_LinJ.07,Seq_47_LinJ.07,96.154,234,8,1,1,233,1,234,6.84e-107,381.0,1545,568
Seq_46_LinJ.07,Seq_46_LinJ.07,100.0,196,0,0,1,196,1,196,2.91e-102,363.0,196,196
Seq_46_LinJ.07,Seq_49_LinJ.07,99.49,196,1,0,1,196,44,239,1.35e-100,357.0,196,239
Seq_47_LinJ.07,Seq_47_LinJ.07,100.0,568,0,0,1,568,1,568,0.0,1050.0,568,568
Seq_47_LinJ.07,Seq_45_LinJ.07,96.154,234,8,1,1,234,1,233,2.47e-107,381.0,568,1545
Seq_48_LinJ.07,Seq_48_LinJ.07,100.0,1055,0,0,1,1055,1,1055,0.0,1949.0,1055,1055
Seq_48_LinJ.07,Seq_45_LinJ.07,98.995,597,5,1,1,597,283,878,0.0,1068.0,1055,1545
Seq_48_LinJ.07,Seq_45_LinJ.07,98.755,482,3,2,576,1055,1065,1545,0.0,854.0,1055,1545
Seq_49_LinJ.07,Seq_49_LinJ.07,100.0,239,0,0,1,239,1,239,4.51e-126,442.0,239,239
Seq_49_LinJ.07,Seq_46_LinJ.07,99.49,196,1,0,44,239,1,196,1.68e-100,357.0,239,196
Seq_50_LinJ.07,Seq_50_LinJ.07,100.0,135,0,0,1,135,1,135,1.5699999999999999e-68,250.0,135,135
Seq_51_LinJ.07,Seq_51_LinJ.07,100.0,117,0,0,1,117,1,117,1.3500000000000001e-58,217.0,117,117
Seq_52_LinJ.07,Seq_52_LinJ.07,100.0,124,0,0,1,124,1,124,1.85e-62,230.0,124,124
Seq_53_LinJ.07,Seq_53_LinJ.07,100.0,108,0,0,1,108,1,108,1.24e-53,200.0,108,108
Seq_54_LinJ.07,Seq_54_LinJ.07,100.0,186,0,0,1,186,1,186,1e-96,344.0,186,186
Seq_55_LinJ.08,Seq_55_LinJ.08,100.0,143,0,0,1,143,1,143,5.98e-73,265.0,143,143
Seq_56_LinJ.08,Seq_56_LinJ.08,100.0,568,0,0,1,568,1,568,0.0,1050.0,568,568
Seq_57_LinJ.08,Seq_57_LinJ.08,100.0,677,0,0,1,677,1,677,0.0,1251.0,677,677
Seq_58_LinJ.08,Seq_58_LinJ.08,100.0,574,0,0,1,574,1,574,0.0,1061.0,574,574
Seq_59_LinJ.08,Seq_62_LinJ.08,100.0,440,0,0,1,440,1,440,0.0,813.0,440,440
Seq_59_LinJ.08,Seq_59_LinJ.08,100.0,440,0,0,1,440,1,440,0.0,813.0,440,440
Seq_59_LinJ.08,Seq_67_LinJ.08,99.773,440,1,0,1,440,1,440,0.0,808.0,440,440
Seq_59_LinJ.08,Seq_65_LinJ.08,99.773,440,1,0,1,440,1,440,0.0,808.0,440,440
Seq_60_LinJ.08,Seq_63_LinJ.08,100.0,446,0,0,1,446,1,446,0.0,824.0,446,446
Seq_60_LinJ.08,Seq_60_LinJ.08,100.0,446,0,0,1,446,1,446,0.0,824.0,446,446
Seq_60_LinJ.08,Seq_66_LinJ.08,100.0,354,0,0,1,354,1,354,0.0,654.0,446,753
Seq_60_LinJ.08,Seq_68_LinJ.08,99.184,245,1,1,1,245,1,244,3.1200000000000004e-125,440.0,446,337
Seq_60_LinJ.08,Seq_68_LinJ.08,95.935,123,4,1,324,446,216,337,2.08e-52,198.0,446,337
Seq_61_LinJ.08,Seq_69_LinJ.08,100.0,342,0,0,1,342,1,342,0.0,632.0,342,342
Seq_61_LinJ.08,Seq_64_LinJ.08,100.0,342,0,0,1,342,1,342,0.0,632.0,342,342
Seq_61_LinJ.08,Seq_61_LinJ.08,100.0,342,0,0,1,342,1,342,0.0,632.0,342,342
Seq_61_LinJ.08,Seq_66_LinJ.08,99.708,342,1,0,1,342,412,753,0.0,627.0,342,753
Seq_62_LinJ.08,Seq_62_LinJ.08,100.0,440,0,0,1,440,1,440,0.0,813.0,440,440
Seq_62_LinJ.08,Seq_59_LinJ.08,100.0,440,0,0,1,440,1,440,0.0,813.0,440,440
Seq_62_LinJ.08,Seq_67_LinJ.08,99.773,440,1,0,1,440,1,440,0.0,808.0,440,440
