Seq_462_LinJ.31,Seq_463_LinJ.31,Seq_464_LinJ.31,Seq_465_LinJ.31,,,,,,,,,,
Seq_466_LinJ.31,,,,,,,,,,,,,
Seq_467_LinJ.31,Seq_468_LinJ.31,,,,,,,,,,,,
Seq_469_LinJ.31,Seq_474_LinJ.31,,,,,,,,,,,,
Seq_470_LinJ.31,Seq_471_LinJ.31,Seq_473_LinJ.31,,,,,,,,,,,
Seq_472_LinJ.31,,,,,,,,,,,,,
Seq_475_LinJ.31,,,,,,,,,,,,,
Seq_476_LinJ.31,,,,,,,,,,,,,
Seq_477_LinJ.31,,,,,,,,,,,,,
Seq_478_LinJ.31,,,,,,,,,,,,,
Seq_479_LinJ.31,,,,,,,,,,,,,
Seq_480_LinJ.31,,,,,,,,,,,,,
Seq_481_LinJ.31,,,,,,,,,,,,,
Seq_482_LinJ.31,,,,,,,,,,,,,
Seq_483_LinJ.31,,,,,,,,,,,,,
Seq_484_LinJ.31,,,,,,,,,,,,,
Seq_486_LinJ.32,,,,,,,,,,,,,
Seq_487_LinJ.32,,,,,,,,,,,,,
Seq_488_LinJ.32,Seq_490_LinJ.32,Seq_492_LinJ.32,,,,,,,,,,,
Seq_489_LinJ.32,Seq_491_LinJ.32,Seq_493_LinJ.32,,,,,,,,,,,
Seq_494_LinJ.32,Seq_495_LinJ.32,,,,,,,,,,,,
Seq_496_LinJ.32,,,,,,,,,,,,,
Seq_497_LinJ.32,,,,,,,,,,,,,
Seq_498_LinJ.32,,,,,,,,,,,,,
Seq_499_LinJ.32,Seq_500_LinJ.32,,,,,,,,,,,,
Seq_501_LinJ.32,,,,,,,,,,,,,
Seq_502_LinJ.32,,,,,,,,,,,,,
Seq_503_LinJ.32,,,,,,,,,,,,,
Seq_504_LinJ.32,,,,,,,,,,,,,
Seq_505_LinJ.32,,,,,,,,,,,,,
Seq_506_LinJ.33,,,,,,,,,,,,,
Seq_507_LinJ.33,,,,,,,,,,,,,
Seq_508_LinJ.33,,,,,,,,,,,,,
Seq_509_LinJ.33,,,,,,,,,,,,,
Seq_510_LinJ.33,,,,,,,,,,,,,
Seq_511_LinJ.33,,,,,,,,,,,,,
Seq_512_LinJ.33,,,,,,,,,,,,,
Seq_513_LinJ.33,,,,,,,,,,,,,
Seq_514_LinJ.33,,,,,,,,,,,,,
Seq_515_LinJ.33,,,,,,,,,,,,,
Seq_516_LinJ.33,,,,,,,,,,,,,
Seq_518_LinJ.33,,,,,,,,,,,,,
Seq_519_LinJ.33,,,,,,,,,,,,,
Seq_520_LinJ.33,Seq_521_LinJ.33,Seq_523_LinJ.33,Seq_525_LinJ.33,,,,,,,,,,
Seq_522_LinJ.33,Seq_524_LinJ.33,,,,,,,,,,,,
Seq_526_LinJ.33,,,,,,,,,,,,,
Seq_527_LinJ.33,,,,,,,,,,,,,
Seq_528_LinJ.33,,,,,,,,,,,,,
Seq_529_LinJ.33,,,,,,,,,,,,,
Seq_530_LinJ.33,,,,,,,,,,,,,
Seq_534_LinJ.34,,,,,,,,,,,,,
Seq_535_LinJ.34,,,,,,,,,,,,,
Seq_536_LinJ.34,,,,,,,,,,,,,
Seq_538_LinJ.34,Seq_539_LinJ.34,Seq_540_LinJ.34,Seq_541_LinJ.34,Seq_542_LinJ.34,Seq_550_LinJ.34,,,,,,,,
Seq_546_LinJ.34,,,,,,,,,,,,,
Seq_547_LinJ.34,,,,,,,,,,,,,
Seq_537_LinJ.34,Seq_543_LinJ.34,Seq_544_LinJ.34,Seq_548_LinJ.34,,,,,,,,,,
Seq_549_LinJ.34,,,,,,,,,,,,,
Seq_545_LinJ.34,Seq_551_LinJ.34,Seq_552_LinJ.34,Seq_554_LinJ.34,Seq_555_LinJ.34,Seq_557_LinJ.34,Seq_558_LinJ.34,Seq_560_LinJ.34,Seq_562_LinJ.34,Seq_566_LinJ.34,Seq_571_LinJ.34,Seq_572_LinJ.34,Seq_573_LinJ.34,Seq_574_LinJ.34
Seq_553_LinJ.34,Seq_556_LinJ.34,Seq_559_LinJ.34,Seq_561_LinJ.34,Seq_563_LinJ.34,Seq_564_LinJ.34,Seq_565_LinJ.34,Seq_567_LinJ.34,Seq_569_LinJ.34,Seq_570_LinJ.34,,,,
Seq_568_LinJ.34,,,,,,,,,,,,,
Seq_575_LinJ.34,Seq_577_LinJ.34,Seq_580_LinJ.34,,,,,,,,,,,
Seq_576_LinJ.34,Seq_578_LinJ.34,Seq_581_LinJ.34,,,,,,,,,,,
Seq_579_LinJ.34,,,,,,,,,,,,,
Seq_582_LinJ.34,,,,,,,,,,,,,
Seq_583_LinJ.34,,,,,,,,,,,,,
Seq_584_LinJ.34,,,,,,,,,,,,,
Seq_585_LinJ.34,,,,,,,,,,,,,
Seq_586_LinJ.34,Seq_659_LinJ.35,,,,,,,,,,,,
Seq_587_LinJ.34,,,,,,,,,,,,,
Seq_588_LinJ.34,Seq_591_LinJ.34,Seq_597_LinJ.34,Seq_603_LinJ.34,Seq_608_LinJ.34,Seq_617_LinJ.34,,,,,,,,
Seq_589_LinJ.34,Seq_592_LinJ.34,Seq_598_LinJ.34,Seq_604_LinJ.34,Seq_609_LinJ.34,Seq_613_LinJ.34,Seq_618_LinJ.34,,,,,,,
Seq_590_LinJ.34,Seq_593_LinJ.34,Seq_599_LinJ.34,Seq_605_LinJ.34,Seq_610_LinJ.34,Seq_614_LinJ.34,Seq_619_LinJ.34,,,,,,,
Seq_594_LinJ.34,Seq_600_LinJ.34,Seq_606_LinJ.34,Seq_611_LinJ.34,,,,,,,,,,
Seq_596_LinJ.34,Seq_602_LinJ.34,,,,,,,,,,,,
Seq_616_LinJ.34,,,,,,,,,,,,,
Seq_621_LinJ.34,,,,,,,,,,,,,
Seq_622_LinJ.34,,,,,,,,,,,,,
Seq_623_LinJ.34,Seq_624_LinJ.34,Seq_627_LinJ.34,Seq_628_LinJ.34,Seq_631_LinJ.34,Seq_632_LinJ.34,Seq_633_LinJ.34,,,,,,,
Seq_625_LinJ.34,Seq_629_LinJ.34,,,,,,,,,,,,
Seq_626_LinJ.34,Seq_630_LinJ.34,,,,,,,,,,,,
Seq_634_LinJ.34,Seq_635_LinJ.34,,,,,,,,,,,,
Seq_636_LinJ.34,,,,,,,,,,,,,
Seq_637_LinJ.34,,,,,,,,,,,,,
Seq_638_LinJ.34,,,,,,,,,,,,,
Seq_639_LinJ.34,,,,,,,,,,,,,
Seq_640_LinJ.35,,,,,,,,,,,,,
Seq_641_LinJ.35,,,,,,,,,,,,,
Seq_643_LinJ.35,,,,,,,,,,,,,
Seq_644_LinJ.35,Seq_651_LinJ.35,,,,,,,,,,,,
Seq_645_LinJ.35,Seq_650_LinJ.35,,,,,,,,,,,,
Seq_646_LinJ.35,Seq_648_LinJ.35,,,,,,,,,,,,
Seq_647_LinJ.35,,,,,,,,,,,,,
Seq_649_LinJ.35,,,,,,,,,,,,,
