neg_name,chrom,start,end,strand,gene_id,transcript_id,parent_id,gene,transcript,CDS,3utr,5utr,pseudogen,notes,interval
lre_7.3,LinJ.07,300978,304430,+,,,LINF_07T0012100-150,False,False,False,True,False,,,"[300978, 304430]"
lre_8.2,LinJ.07,300978,304430,+,,,LINF_07T0012100-150,False,False,False,True,False,,,"[300978, 304430]"
lre_10.3,LinJ.08,298159,299531,+,LINF_080012050,,,True,False,False,False,False,,,"[298159, 299531]"
lre_10.3,LinJ.08,298159,299531,+,,LINF_08T0012050,LINF_080012050,False,True,False,False,False,,,"[298159, 299531]"
lre_10.6,LinJ.08,298159,299531,+,LINF_080012050,,,True,False,False,False,False,,,"[298159, 299531]"
lre_10.6,LinJ.08,298159,299531,+,,LINF_08T0012050,LINF_080012050,False,True,False,False,False,,,"[298159, 299531]"
lre_9.1,LinJ.08,298159,299531,+,LINF_080012050,,,True,False,False,False,False,,,"[298159, 299531]"
lre_9.1,LinJ.08,298159,299531,+,,LINF_08T0012050,LINF_080012050,False,True,False,False,False,,,"[298159, 299531]"
lre_10.9,LinJ.08,302787,304302,+,LINF_080012150,,,True,False,False,False,False,,,"[302787, 304302]"
lre_10.9,LinJ.08,302787,304302,+,,LINF_08T0012150,LINF_080012150,False,True,False,False,False,,,"[302787, 304302]"
lre_10.10,LinJ.08,302787,304302,+,LINF_080012150,,,True,False,False,False,False,,,"[302787, 304302]"
lre_10.10,LinJ.08,302787,304302,+,,LINF_08T0012150,LINF_080012150,False,True,False,False,False,,,"[302787, 304302]"
lre_9.2,LinJ.08,302787,304302,+,LINF_080012150,,,True,False,False,False,False,,,"[302787, 304302]"
lre_9.2,LinJ.08,302787,304302,+,,LINF_08T0012150,LINF_080012150,False,True,False,False,False,,,"[302787, 304302]"
lre_10.11,LinJ.08,307412,308886,+,LINF_080012250,,,True,False,False,False,False,,,"[307412, 308886]"
lre_10.11,LinJ.08,307412,308886,+,,LINF_08T0012250,LINF_080012250,False,True,False,False,False,,,"[307412, 308886]"
lre_9.3,LinJ.08,307412,308886,+,LINF_080012250,,,True,False,False,False,False,,,"[307412, 308886]"
lre_9.3,LinJ.08,307412,308886,+,,LINF_08T0012250,LINF_080012250,False,True,False,False,False,,,"[307412, 308886]"
lre_10.12,LinJ.08,311996,313821,+,LINF_080012350,,,True,False,False,False,False,,,"[311996, 313821]"
lre_10.12,LinJ.08,311996,313821,+,,LINF_08T0012350,LINF_080012350,False,True,False,False,False,,,"[311996, 313821]"
lre_10.13,LinJ.08,311996,313821,+,LINF_080012350,,,True,False,False,False,False,,,"[311996, 313821]"
lre_10.13,LinJ.08,311996,313821,+,,LINF_08T0012350,LINF_080012350,False,True,False,False,False,,,"[311996, 313821]"
lre_9.4,LinJ.08,311996,313821,+,LINF_080012350,,,True,False,False,False,False,,,"[311996, 313821]"
lre_9.4,LinJ.08,311996,313821,+,,LINF_08T0012350,LINF_080012350,False,True,False,False,False,,,"[311996, 313821]"
lre_11.1,LinJ.08,324605,326842,+,LINF_080012700,,,True,False,False,False,False,,tuzin,"[324605, 326842]"
lre_11.1,LinJ.08,324605,326842,+,,LINF_08T0012700,LINF_080012700,False,True,False,False,False,,tuzin,"[324605, 326842]"
lre_11.1,LinJ.08,326394,326842,+,,,LINF_08T0012700,False,False,False,True,False,,,"[326394, 326842]"
lre_12.1,LinJ.08,330313,332015,+,LINF_080012825,,,True,False,False,False,False,,,"[330313, 332015]"
lre_12.1,LinJ.08,330313,332015,+,,LINF_08T0012825,LINF_080012825,False,True,False,False,False,,,"[330313, 332015]"
lre_13.1,LinJ.08,330313,332015,+,LINF_080012825,,,True,False,False,False,False,,,"[330313, 332015]"
lre_13.1,LinJ.08,330313,332015,+,,LINF_08T0012825,LINF_080012825,False,True,False,False,False,,,"[330313, 332015]"
lre_11.2,LinJ.08,330313,332015,+,LINF_080012825,,,True,False,False,False,False,,,"[330313, 332015]"
lre_11.2,LinJ.08,330313,332015,+,,LINF_08T0012825,LINF_080012825,False,True,False,False,False,,,"[330313, 332015]"
lre_14.1,LinJ.08,332481,335118,+,LINF_080012850,,,True,False,False,False,False,,,"[332481, 335118]"
lre_14.1,LinJ.08,332481,335118,+,,LINF_08T0012850,LINF_080012850,False,True,False,False,False,,,"[332481, 335118]"
lre_12.2,LinJ.08,335486,337341,+,LINF_080012875,,,True,False,False,False,False,,,"[335486, 337341]"
lre_12.2,LinJ.08,335486,337341,+,,LINF_08T0012875,LINF_080012875,False,True,False,False,False,,,"[335486, 337341]"
lre_13.2,LinJ.08,335486,337341,+,LINF_080012875,,,True,False,False,False,False,,,"[335486, 337341]"
lre_13.2,LinJ.08,335486,337341,+,,LINF_08T0012875,LINF_080012875,False,True,False,False,False,,,"[335486, 337341]"
lre_11.3,LinJ.08,335486,337341,+,LINF_080012875,,,True,False,False,False,False,,,"[335486, 337341]"
lre_11.3,LinJ.08,335486,337341,+,,LINF_08T0012875,LINF_080012875,False,True,False,False,False,,,"[335486, 337341]"
lre_14.2,LinJ.08,337654,340312,+,LINF_080012900,,,True,False,False,False,False,,amastin-like_protein,"[337654, 340312]"
lre_14.2,LinJ.08,337654,340312,+,,LINF_08T0012900,LINF_080012900,False,True,False,False,False,,amastin-like_protein,"[337654, 340312]"
lre_14.2,LinJ.08,337654,337858,+,,,LINF_08T0012900,False,False,False,False,True,,,"[337654, 337858]"
lre_12.3,LinJ.08,340660,342358,+,LINF_080012925,,,True,False,False,False,False,,,"[340660, 342358]"
lre_12.3,LinJ.08,340660,342358,+,,LINF_08T0012925,LINF_080012925,False,True,False,False,False,,,"[340660, 342358]"
lre_13.3,LinJ.08,340660,342358,+,LINF_080012925,,,True,False,False,False,False,,,"[340660, 342358]"
lre_13.3,LinJ.08,340660,342358,+,,LINF_08T0012925,LINF_080012925,False,True,False,False,False,,,"[340660, 342358]"
lre_11.4,LinJ.08,340660,342358,+,LINF_080012925,,,True,False,False,False,False,,,"[340660, 342358]"
lre_11.4,LinJ.08,340660,342358,+,,LINF_08T0012925,LINF_080012925,False,True,False,False,False,,,"[340660, 342358]"
lre_12.4,LinJ.08,345835,348001,+,LINF_080012975,,,True,False,False,False,False,,,"[345835, 348001]"
lre_12.4,LinJ.08,345835,348001,+,,LINF_08T0012975,LINF_080012975,False,True,False,False,False,,,"[345835, 348001]"
lre_13.4,LinJ.08,345835,348001,+,LINF_080012975,,,True,False,False,False,False,,,"[345835, 348001]"
lre_13.4,LinJ.08,345835,348001,+,,LINF_08T0012975,LINF_080012975,False,True,False,False,False,,,"[345835, 348001]"
lre_11.5,LinJ.08,345835,348001,+,LINF_080012975,,,True,False,False,False,False,,,"[345835, 348001]"
lre_11.5,LinJ.08,345835,348001,+,,LINF_08T0012975,LINF_080012975,False,True,False,False,False,,,"[345835, 348001]"
lre_15.1,LinJ.08,511823,513727,+,LINF_080017730,,,True,False,False,False,False,,,"[511823, 513727]"
lre_15.1,LinJ.08,511823,513727,+,,LINF_08T0017730,LINF_080017730,False,True,False,False,False,,,"[511823, 513727]"
lre_16.1,LinJ.09,208973,214334,+,LINF_090011100,,,True,False,False,False,False,,Flagellum_attachment_zone_protein_3|FAZ3,"[208973, 214334]"
lre_16.1,LinJ.09,208973,214334,+,,LINF_09T0011100,LINF_090011100,False,True,False,False,False,,Flagellum_attachment_zone_protein_3|FAZ3,"[208973, 214334]"
lre_16.1,LinJ.09,211395,214334,+,,,LINF_09T0011100,False,False,False,True,False,,,"[211395, 214334]"
lre_16.2,LinJ.09,214789,219664,+,LINF_090011200,,,True,False,False,False,False,,leucine-rich_repeat_protein,"[214789, 219664]"
lre_16.2,LinJ.09,214789,219664,+,,LINF_09T0011200,LINF_090011200,False,True,False,False,False,,leucine-rich_repeat_protein,"[214789, 219664]"
lre_16.2,LinJ.09,218236,219664,+,,,LINF_09T0011200,False,False,False,True,False,,,"[218236, 219664]"
lre_16.3,LinJ.09,228107,229683,+,LINF_090011500,,,True,False,False,False,False,,histidine_phosphatase,"[228107, 229683]"
lre_16.3,LinJ.09,228107,229683,+,,LINF_09T0011500,LINF_090011500,False,True,False,False,False,,histidine_phosphatase,"[228107, 229683]"
lre_16.3,LinJ.09,229153,229683,+,,,LINF_09T0011500,False,False,False,True,False,,,"[229153, 229683]"
lre_17.1,LinJ.12,229328,233569,-,LINF_120010050,,,True,False,False,False,False,,,"[229328, 233569]"
lre_17.1,LinJ.12,229328,233569,-,,LINF_12T0010050,LINF_120010050,False,True,False,False,False,,,"[229328, 233569]"
lre_18.1,LinJ.12,229328,233569,-,LINF_120010050,,,True,False,False,False,False,,,"[229328, 233569]"
lre_18.1,LinJ.12,229328,233569,-,,LINF_12T0010050,LINF_120010050,False,True,False,False,False,,,"[229328, 233569]"
lre_17.2,LinJ.12,280128,284643,-,LINF_120010425,,,True,False,False,False,False,,,"[280128, 284643]"
lre_17.2,LinJ.12,280128,284643,-,,LINF_12T0010425,LINF_120010425,False,True,False,False,False,,,"[280128, 284643]"
lre_18.2,LinJ.12,280128,284643,-,LINF_120010425,,,True,False,False,False,False,,,"[280128, 284643]"
lre_18.2,LinJ.12,280128,284643,-,,LINF_12T0010425,LINF_120010425,False,True,False,False,False,,,"[280128, 284643]"
lre_19.1,LinJ.12,372226,374050,+,LINF_120012350,,,True,False,False,False,False,,"Protein_of_unknown_function_(DUF962),_putative","[372226, 374050]"
lre_19.1,LinJ.12,372226,374050,+,,LINF_12T0012350,LINF_120012350,False,True,False,False,False,,"Protein_of_unknown_function_(DUF962),_putative","[372226, 374050]"
lre_19.1,LinJ.12,372831,374050,+,,,LINF_12T0012350,False,False,False,True,False,,,"[372831, 374050]"
lre_19.1,LinJ.12,374051,377775,+,LINF_120012400,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[374051, 377775]"
lre_19.1,LinJ.12,374051,377775,+,,LINF_12T0012400,LINF_120012400,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[374051, 377775]"
lre_19.1,LinJ.12,374051,375027,+,,,LINF_12T0012400,False,False,False,False,True,,,"[374051, 375027]"
lre_19.2,LinJ.12,389565,393477,+,LINF_120012800,,,True,False,False,False,False,,Ribonuclease_inhibitor,"[389565, 393477]"
lre_19.2,LinJ.12,389565,393477,+,,LINF_12T0012800,LINF_120012800,False,True,False,False,False,,Ribonuclease_inhibitor,"[389565, 393477]"
lre_19.2,LinJ.12,390949,393477,+,,,LINF_12T0012800,False,False,False,True,False,,,"[390949, 393477]"
lre_19.2,LinJ.12,393788,397393,+,LINF_120012900,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[393788, 397393]"
lre_19.2,LinJ.12,393788,397393,+,,LINF_12T0012900,LINF_120012900,False,True,False,False,False,,hypothetical_protein_-_conserved,"[393788, 397393]"
lre_19.2,LinJ.12,393788,394522,+,,,LINF_12T0012900,False,False,False,False,True,,,"[393788, 394522]"
lre_19.3,LinJ.12,401779,406034,+,LINF_120013100,,,True,False,False,False,False,,promastigote_surface_antigen_38S,"[401779, 406034]"
lre_19.3,LinJ.12,401779,406034,+,,LINF_12T0013100,LINF_120013100,False,True,False,False,False,,promastigote_surface_antigen_38S,"[401779, 406034]"
lre_19.3,LinJ.12,403504,406034,+,,,LINF_12T0013100,False,False,False,True,False,,,"[403504, 406034]"
lre_19.3,LinJ.12,406344,409449,+,LINF_120013300,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[406344, 409449]"
lre_19.3,LinJ.12,406344,409449,+,,LINF_12T0013300,LINF_120013300,False,True,False,False,False,,hypothetical_protein_-_conserved,"[406344, 409449]"
lre_19.3,LinJ.12,406344,407078,+,,,LINF_12T0013300,False,False,False,False,True,,,"[406344, 407078]"
lre_19.4,LinJ.12,413336,417374,+,LINF_120013500,,,True,False,False,False,False,,Surface_antigen_protein_2,"[413336, 417374]"
lre_19.4,LinJ.12,413336,417374,+,,LINF_12T0013500,LINF_120013500,False,True,False,False,False,,Surface_antigen_protein_2,"[413336, 417374]"
lre_19.4,LinJ.12,415192,417374,+,,,LINF_12T0013500,False,False,False,True,False,,,"[415192, 417374]"
lre_19.4,LinJ.12,417691,421308,+,LINF_120013560,,,True,False,False,False,False,,,"[417691, 421308]"
lre_19.4,LinJ.12,417691,421308,+,,LINF_12T0013560,LINF_120013560,False,True,False,False,False,,,"[417691, 421308]"
lre_19.5,LinJ.12,425243,429221,+,LINF_120013700,,,True,False,False,False,False,,surface_antigen_protein_2_-_putative,"[425243, 429221]"
lre_19.5,LinJ.12,425243,429221,+,,LINF_12T0013700,LINF_120013700,False,True,False,False,False,,surface_antigen_protein_2_-_putative,"[425243, 429221]"
lre_19.5,LinJ.12,426862,429221,+,,,LINF_12T0013700,False,False,False,True,False,,,"[426862, 429221]"
lre_19.5,LinJ.12,429222,431627,+,LINF_120013800,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[429222, 431627]"
lre_19.5,LinJ.12,429222,431627,+,,LINF_12T0013800,LINF_120013800,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[429222, 431627]"
lre_19.5,LinJ.12,429222,429627,+,,,LINF_12T0013800,False,False,False,False,True,,,"[429222, 429627]"
lre_19.6,LinJ.12,461643,466202,+,LINF_120015000,,,True,False,False,False,False,,Surface_antigenic_protein|PSA-2,"[461643, 466202]"
lre_19.6,LinJ.12,461643,466202,+,,LINF_12T0015000,LINF_120015000,False,True,False,False,False,,Surface_antigenic_protein|PSA-2,"[461643, 466202]"
lre_19.6,LinJ.12,463757,466202,+,,,LINF_12T0015000,False,False,False,True,False,,,"[463757, 466202]"
lre_19.6,LinJ.12,466522,469621,+,LINF_120015050,,,True,False,False,False,False,,,"[466522, 469621]"
lre_19.6,LinJ.12,466522,469621,+,,LINF_12T0015050,LINF_120015050,False,True,False,False,False,,,"[466522, 469621]"
lre_20.1,LinJ.12,528652,535332,+,LINF_120016200,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[528652, 535332]"
lre_20.1,LinJ.12,528652,535332,+,,LINF_12T0016200,LINF_120016200,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[528652, 535332]"
lre_21.1,LinJ.12,528652,535332,+,LINF_120016200,,,True,False,False,False,False,,protein_of_unknown_function_-_conserved,"[528652, 535332]"
lre_21.1,LinJ.12,528652,535332,+,,LINF_12T0016200,LINF_120016200,False,True,False,False,False,,protein_of_unknown_function_-_conserved,"[528652, 535332]"
lre_20.1,LinJ.12,530614,535332,+,,,LINF_12T0016200,False,False,False,True,False,,,"[530614, 535332]"
lre_21.1,LinJ.12,530614,535332,+,,,LINF_12T0016200,False,False,False,True,False,,,"[530614, 535332]"
lre_21.2,LinJ.12,545453,547275,+,LINF_120016450,,,True,False,False,False,False,,,"[545453, 547275]"
lre_21.2,LinJ.12,545453,547275,+,,LINF_12T0016450,LINF_120016450,False,True,False,False,False,,,"[545453, 547275]"
lre_20.2,LinJ.12,581574,586501,+,LINF_120017600,,,True,False,False,False,False,,alpha/beta_hydrolase,"[581574, 586501]"
lre_20.2,LinJ.12,581574,586501,+,,LINF_12T0017600,LINF_120017600,False,True,False,False,False,,alpha/beta_hydrolase,"[581574, 586501]"
lre_21.3,LinJ.12,581574,586501,+,LINF_120017600,,,True,False,False,False,False,,alpha/beta_hydrolase,"[581574, 586501]"
lre_21.3,LinJ.12,581574,586501,+,,LINF_12T0017600,LINF_120017600,False,True,False,False,False,,alpha/beta_hydrolase,"[581574, 586501]"
lre_20.2,LinJ.12,583472,586501,+,,,LINF_12T0017600,False,False,False,True,False,,,"[583472, 586501]"
lre_21.3,LinJ.12,583472,586501,+,,,LINF_12T0017600,False,False,False,True,False,,,"[583472, 586501]"
lre_22.1,LinJ.14,255152,267139,-,LINF_140012400,,,True,False,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.1,LinJ.14,255152,267139,-,,LINF_14T0012400,LINF_140012400,False,True,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.1,LinJ.14,255152,266070,-,,,LINF_14T0012400,False,False,False,True,False,,,"[255152, 266070]"
lre_22.2,LinJ.14,255152,267139,-,LINF_140012400,,,True,False,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.2,LinJ.14,255152,267139,-,,LINF_14T0012400,LINF_140012400,False,True,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.2,LinJ.14,255152,266070,-,,,LINF_14T0012400,False,False,False,True,False,,,"[255152, 266070]"
lre_22.3,LinJ.14,255152,267139,-,LINF_140012400,,,True,False,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.3,LinJ.14,255152,267139,-,,LINF_14T0012400,LINF_140012400,False,True,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.3,LinJ.14,255152,266070,-,,,LINF_14T0012400,False,False,False,True,False,,,"[255152, 266070]"
lre_22.4,LinJ.14,255152,267139,-,LINF_140012400,,,True,False,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.4,LinJ.14,255152,267139,-,,LINF_14T0012400,LINF_140012400,False,True,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.4,LinJ.14,255152,266070,-,,,LINF_14T0012400,False,False,False,True,False,,,"[255152, 266070]"
lre_22.5,LinJ.14,255152,267139,-,LINF_140012400,,,True,False,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.5,LinJ.14,255152,267139,-,,LINF_14T0012400,LINF_140012400,False,True,False,False,False,,Ketoacyl-CoA_synthase|Fatty_acid_elongase|ELO-3,"[255152, 267139]"
lre_22.5,LinJ.14,255152,266070,-,,,LINF_14T0012400,False,False,False,True,False,,,"[255152, 266070]"
lre_22.6,LinJ.14,285611,287461,-,LINF_140012850,,,True,False,False,False,False,,,"[285611, 287461]"
lre_22.6,LinJ.14,285611,287461,-,,LINF_14T0012850,LINF_140012850,False,True,False,False,False,,,"[285611, 287461]"
lre_23.1,LinJ.14,655102,656077,+,LINF_140021450,,,True,False,False,False,False,,,"[655102, 656077]"
lre_23.1,LinJ.14,655102,656077,+,,LINF_14T0021450,LINF_140021450,False,True,False,False,False,,,"[655102, 656077]"
lre_24.1,LinJ.15,286973,288730,+,LINF_150013750,,,True,False,False,False,False,,,"[286973, 288730]"
lre_24.1,LinJ.15,286973,288730,+,,LINF_15T0013750,LINF_150013750,False,True,False,False,False,,,"[286973, 288730]"
lre_24.2,LinJ.15,306215,309145,+,LINF_150014000,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[306215, 309145]"
lre_24.2,LinJ.15,306215,309145,+,,LINF_15T0014000,LINF_150014000,False,True,False,False,False,,hypothetical_protein_-_conserved,"[306215, 309145]"
lre_24.2,LinJ.15,308258,309145,+,,,LINF_15T0014000,False,False,False,True,False,,,"[308258, 309145]"
lre_24.2,LinJ.15,309377,310768,+,LINF_150014050,,,True,False,False,False,False,,,"[309377, 310768]"
lre_24.2,LinJ.15,309377,310768,+,,LINF_15T0014050,LINF_150014050,False,True,False,False,False,,,"[309377, 310768]"
lre_25.1,LinJ.16,371773,376703,+,LINF_160015800,,,True,False,False,False,False,,protein_of_unknown_function_(DUF3184),"[371773, 376703]"
lre_25.1,LinJ.16,371773,376703,+,,LINF_16T0015800,LINF_160015800,False,True,False,False,False,,protein_of_unknown_function_(DUF3184),"[371773, 376703]"
lre_25.1,LinJ.16,375214,376703,+,,,LINF_16T0015800,False,False,False,True,False,,,"[375214, 376703]"
lre_25.2,LinJ.16,377060,383329,+,LINF_160015820,,,True,False,False,False,False,,protein_of_unknown_function_(DUF3184),"[377060, 383329]"
lre_25.2,LinJ.16,377060,383329,+,,LINF_16T0015820,LINF_160015820,False,True,False,False,False,,protein_of_unknown_function_(DUF3184),"[377060, 383329]"
lre_25.2,LinJ.16,380258,383329,+,,,LINF_16T0015820,False,False,False,True,False,,,"[380258, 383329]"
lre_26.1,LinJ.17,931,2725,-,LINF_170004900,,,True,False,False,False,False,,,"[931, 2725]"
lre_26.1,LinJ.17,931,2725,-,,LINF_17T0004900,LINF_170004900,False,True,False,False,False,,,"[931, 2725]"
lre_6.2,LinJ.17,62105,66524,-,LINF_170007350,,,True,False,False,False,False,,,"[62105, 66524]"
lre_6.2,LinJ.17,62105,66524,-,,LINF_17T0007350,LINF_170007350,False,True,False,False,False,,,"[62105, 66524]"
lre_27.1,LinJ.17,562538,568030,+,LINF_170018700,,,True,False,False,False,False,,WW_domain_containing_protein_-_putative,"[562538, 568030]"
lre_27.1,LinJ.17,562538,568030,+,,LINF_17T0018700,LINF_170018700,False,True,False,False,False,,WW_domain_containing_protein_-_putative,"[562538, 568030]"
lre_27.1,LinJ.17,562538,562587,+,,,LINF_17T0018700,False,False,False,False,True,,,"[562538, 562587]"
lre_27.2,LinJ.17,580021,585507,+,LINF_170019100,,,True,False,False,False,False,unknown,hypothetical_protein_-_conserved,"[580021, 585507]"
lre_27.2,LinJ.17,580021,585507,+,,LINF_17T0019100,LINF_170019100,False,True,False,False,False,,hypothetical_protein_-_conserved,"[580021, 585507]"
lre_27.2,LinJ.17,583054,585507,+,,,LINF_17T0019100,False,False,False,True,False,,,"[583054, 585507]"
lre_26.2,LinJ.17,687597,689967,+,LINF_170022200,,,True,False,False,False,False,,hypothetical_protein_-_conserved,"[687597, 689967]"
lre_26.2,LinJ.17,687597,689967,+,,LINF_17T0022200,LINF_170022200,False,True,False,False,False,,hypothetical_protein_-_conserved,"[687597, 689967]"
lre_26.2,LinJ.17,688415,689967,+,,,LINF_17T0022200,False,False,False,True,False,,,"[688415, 689967]"
lre_26.2,LinJ.17,690110,690871,+,LINF_170022300,,,True,False,False,False,False,,,"[690110, 690871]"
lre_26.2,LinJ.17,690110,690871,+,,LINF_17T0022300,LINF_170022300,False,True,False,False,False,,,"[690110, 690871]"
